NewSiteID,OldSiteID,delta_nbr,relative_regrowth,pct_recovery,postfire_fitted_slope,cluster,x_y,x,y,fire,canopy_cover,veg_height,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,predisturbance_nbr,postdisturbance_nbr,disturbance_nbr,absolute_regrowth,max.postfire.nbr,time_to_0.8recovery,time_to_0.6recovery,hli
FL-B4-3,FL_17_3,-139.6,0.780165792,1.187739464,37.49450549,3,-119.151545059_44.183164613,-119.1515451,44.18316461,flagtail,45,110,392,406,425,484,468,446,526,441,400,449,0,0,0,96,351,88,339,344,428,527,442,426,362,409,443.7,304.1,0,91.81344701,527,8,4,146
FL-B5-3,FL_20_3,-166.3,-0.257226217,1.150895141,62.40659341,3,-119.209633059_44.149912613,-119.2096331,44.14991261,flagtail,55,110,504,495,581,557,615,624,651,643,631,564,548,0,0,60,211,324,495,592,581,650,638,651,585,675,586.5,420.2,274,-37.33963733,675,6,6,200
FL-B6-3,FL_22_3,-43.4,0.201967961,1.574858757,17.3956044,3,-119.188535059_44.195552613,-119.1885351,44.19555261,flagtail,45,110,104,171,178,187,105,89,208,129,96,149,0,0,0,0,30,0,92,154,200,223,103,180,151,153,141.6,98.2,0,7.672717521,223,7,6,159
FL-B7-3,FL_23_3,-112.6,-0.36924882,1.318071453,32.24725275,3,-119.180041059_44.203376613,-119.1800411,44.20337661,flagtail,45,110,337,277,288,302,211,254,306,310,282,316,0,0,0,49,0,33,158,270,253,380,249,365,279,279,288.3,175.7,0,-28.77604676,380,7,7,195
FL-B8-3,FL_26_3,-129.3,0.12096798,1.213275299,36.94505495,3,-119.186891059_44.185446613,-119.1868911,44.18544661,flagtail,55,110,325,369,380,403,289,377,398,367,304,464,0,0,0,156,77,85,273,301,321,446,334,390,373,397,367.6,238.3,0,11.06625053,446,7,6,190
FL-B9-3,FL_27_3,-107.8,0.275623245,1.285032797,32.97802198,3,-119.186343059_44.196530613,-119.1863431,44.19653061,flagtail,55,110,270,286,357,334,284,305,420,391,340,367,0,0,0,60,60,97,276,386,270,431,308,388,328,274,335.4,227.6,0,27.82354524,431,6,6,178
FL-B10-3,FL_29_3,-90.6,-1.462677491,1.675607447,54.85164835,3,-119.213195059_44.146326613,-119.2131951,44.14632661,flagtail,45,111,255,263,346,362,319,329,321,360,320,294,305,0,0,9,49,71,155,257,297,442,473,510,531,528,316.9,226.3,152.5,-107.8882175,531,7,7,139
CA-B1-1,CA_7_1,-200.5,-0.587376268,1.040332907,28.08241758,1,-118.792768676_43.993425982,-118.7927687,43.99342598,calamity,45,110,320,346,294,316,285,284,320,294,328,337,0,0,0,0,83,102,81,129,80,148,260,236,319,325,312.4,111.9,0,-48.53380193,325,10,10,237
CA-B2-1,CA_19_1,-380.9,-1.2876982,0.803694242,40.71978022,1,-118.829476676_44.046400982,-118.8294767,44.04640098,calamity,55,110,485,523,571,521,571,519,479,468,483,469,0,0,0,0,0,0,45,126,211,249,313,336,402,409,508.9,128,0,-154.7211689,409,13,10,176
CA-B1-2,CA_1_2,-407.3,-1.469994746,0,0,2,-118.827820676_44.040550982,-118.8278207,44.04055098,calamity,55,111,423,404,380,424,375,421,386,423,443,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.3,0,0,-158.8072634,0,NA,NA,210
CA-B2-2,CA_5_2,-465,-1.373317316,0.107075373,2.302197802,2,-118.825612676_44.036000982,-118.8256127,44.03600098,calamity,45,111,456,522,518,565,466,482,440,416,497,401,0,0,0,0,44,0,0,0,0,0,31,38,0,51,476.3,11.3,0,-155.1867287,51,NA,NA,99
