"","delta_nbr","relative_regrowth","pct_recovery","postfire_fitted_slope","cluster","x_y","x","y","fire","canopy_cover","veg_height","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","predisturbance_nbr","postdisturbance_nbr","disturbance_nbr","absolute_regrowth","max.postfire.nbr","time_to_0.8recovery","time_to_0.6recovery","hli","SiteID"
"70",-54.5966857910156,2.41164600279713,1.10181033527467,13.2118789337493,2,"-119.364820316_43.647010036",-119.364820316,43.647010036,"egley",25,110,78.2369155883789,288.8037109375,145.997741699219,193.753616333008,125.925926208496,190.940368652344,136.350372314453,208.015808105469,319.486206054688,255.952377319336,-375.585388183594,-213.990631103516,99.7745208740234,157.110092163086,214.132766723633,165.033111572266,132.210876464844,76.8367919921875,74.6003570556641,153.651123046875,168.306015014648,155.840530395508,151.463485717773,180.851058959961,194.346304321289,139.749618530273,-294.788009643555,194.865720425537,214.132766723633,3,3,181,"EG_25_2"
"71",-189.072387504578,0.539890366136685,1.21099592229647,44.4869087868994,2,"-119.400863316_43.794362036",-119.400863316,43.794362036,"egley",35,111,175.562271118164,161.572052001953,215.357772827148,160.337554931641,146.005508422852,172.51252746582,220.660583496094,140.761444091797,181.619262695312,200.294555664062,-383.156311035156,-388.209930419922,-182.897857666016,-138.765762329102,-129.468307495117,-101.704879760742,-30.8988761901855,16.6076774597168,25.9703998565674,83.143798828125,175.091186523438,166.882278442383,200.110107421875,214.913452148438,177.468353271484,-11.6040342330933,-385.683120727539,65.8165956114482,214.913452148438,10,10,195,"EG_26_2"
"72",-10.6812164306641,4.7850845881843,1.51093084943329,-2.44505385514145,2,"-119.339075316_43.626146036",-119.339075316,43.626146036,"egley",25,110,330.767120361328,417.438690185547,293.557434082031,285.554321289062,171.420501708984,298.931304931641,266.027557373047,334.707092285156,392.667236328125,389.699310302734,-436.774597167969,-20.3399276733398,361.180603027344,402.149475097656,480.592437744141,396.865509033203,311.179962158203,219.875030517578,139.341735839844,225.230407714844,308.600341796875,228.942901611328,251.054260253906,284.583892822266,318.077056884766,307.395840454102,-228.557262420654,315.491280951876,480.592437744141,2,2,147,"EG_27_2"
"73",-217.823014831543,1.26149936006249,1.03130707926565,55.3021914303958,2,"-119.368614316_43.766978036",-119.368614316,43.766978036,"egley",45,110,486.090026855469,431.726898193359,442.288055419922,402.23193359375,426.545074462891,415.876190185547,422.760284423828,458.378387451172,436.248168945312,439.233489990234,-391.304351806641,-441.29931640625,-143.685302734375,189.612533569336,146.427169799805,132.347366333008,209.58512878418,177.477767944336,268.62744140625,380.315185546875,449.792053222656,372.649017333984,382.894744873047,431.180694580078,436.137850952148,218.314836120605,-416.301834106445,228.2510642869,449.792053222656,9,8,153,"EG_28_2"
"74",-240.092025566101,0.93083515613793,0.967927855251914,58.4063860191094,2,"-119.388126316_43.720360036",-119.388126316,43.720360036,"egley",45,110,405.657012939453,409.454559326172,418.647155761719,409.142425537109,381.967834472656,355.223876953125,462.307678222656,419.212371826172,446.366790771484,446.658843994141,-368.679443359375,-448.556335449219,-261.869445800781,-27.3072929382324,31.7258892059326,104.545455932617,222.689071655273,232.476638793945,300.903015136719,356.896087646484,391.519836425781,402.139038085938,305.468078613281,286.975708007812,415.463854980469,175.371829414368,-408.617889404297,186.390156956973,402.139038085938,9,8,185,"EG_29_2"
"75",-217.196918869019,0.774256353779731,1.0403892213939,48.1344538887778,2,"-119.356690316_43.832178036",-119.356690316,43.832178036,"egley",45,110,244.721969604492,303.813842773438,304.126983642578,298.290069580078,295.934448242188,328.689880371094,307.488403320312,326.790985107422,337.757141113281,377.662994384766,-430.602020263672,-381.229766845703,-131.095626831055,-84.9056625366211,-43.4525566101074,40.4984436035156,120.196235656738,111.593811035156,168.22917175293,216.828475952148,325.150421142578,230.26481628418,313.587951660156,247.08171081543,312.527671813965,95.3307529449463,-405.915893554688,120.70029324687,325.150421142578,10,9,167,"EG_30_2"
"76",-149.261879587173,1.16853007766603,0.833727873504066,22.2778705188206,2,"-119.388668316_43.833808036",-119.388668316,43.833808036,"egley",45,110,245.924880981445,265.711120605469,272.235382080078,310.537322998047,291.182495117188,280.483459472656,315.770477294922,346.444793701172,354.558624267578,360.380126953125,-251.706146240234,-295.099822998047,-4.19367122650146,6.83890581130981,145.263153076172,167.641326904297,212.541259765625,100.295951843262,196.884735107422,253.722457885742,247.94645690918,223.669311523438,50.9933776855469,112.693496704102,304.322868347168,155.060988759995,-273.402984619141,151.368608495758,253.722457885742,9,6,182,"EG_31_2"
"77",-193.501044082642,1.33312660361901,1.14248259804366,71.2331729092441,2,"-119.426879316_43.746114036",-119.426879316,43.746114036,"egley",45,110,464.749542236328,558.128295898438,489.637298583984,464.892150878906,436.776275634766,430.909088134766,455.20361328125,437.335662841797,452.090606689453,497.421478271484,-301.782409667969,-406.757354736328,-239.903076171875,56.2640647888184,148.803329467773,253.994125366211,297.458892822266,338.419281005859,423.231750488281,451.374206542969,494.869781494141,527.621215820312,533.445739746094,535.498046875,468.714401245117,275.213357162476,-354.269882202148,255.555067202832,535.498046875,8,6,169,"EG_32_2"
"78",-224.976690292358,1.13614811029772,1.16791382683883,68.271241743486,2,"-119.426066316_43.746440036",-119.426066316,43.746440036,"egley",55,111,466.956512451172,496.127563476562,537.918884277344,512.717529296875,492.49658203125,455.20361328125,497.302154541016,482.150939941406,518.790466308594,528.327941894531,-291.428558349609,-382.580932617188,-206.419967651367,53.8820533752441,128.224578857422,233.33332824707,352.348999023438,317.850036621094,429.219299316406,442.156280517578,526.092224121094,461.538452148438,456.741760253906,582.554504394531,498.79921875,273.822528457642,-337.004745483398,224.169975706017,582.554504394531,8,6,155,"EG_33_2"
"79",-218.026591348648,0.678132134591834,1.22854346481918,40.6313720587846,2,"-119.397882316_43.809032036",-119.397882316,43.809032036,"egley",35,110,239.875396728516,299.087524414062,326.732666015625,282.943145751953,278.04541015625,262.277954101562,346.777099609375,328.811126708984,271.618225097656,385.838684082031,-433.224761962891,-322.970642089844,-36.0892372131348,130.134628295898,10.2629890441895,6.59472417831421,32.1428565979004,-22.6804122924805,41.2805404663086,151.898727416992,270.823181152344,257.373321533203,291.731658935547,371.266723632812,302.200723266602,84.1741319179535,-378.097702026367,89.0873234758049,371.266723632812,10,10,214,"EG_34_2"
"80",-173.686699438095,1.54469240403452,1.06401481070231,34.7366906260396,2,"-119.390294316_43.833808036",-119.390294316,43.833808036,"egley",45,110,210.810806274414,264.788726806641,252.269775390625,267.261322021484,264.979187011719,282.645751953125,266.896545410156,295.615264892578,304.984313964844,311.820159912109,-443.825744628906,-405.213256835938,-58.9680595397949,-62.6702995300293,121.663566589355,160.930236816406,198.390594482422,-5.83657598495483,84.9673233032227,163.759140014648,219.606750488281,163.362182617188,153.593795776367,289.632476806641,272.20718536377,98.5204859256744,-424.519500732422,221.663102907748,289.632476806641,10,6,185,"EG_35_2"
"81",-154.572456359863,1.71600536968922,0.838154640860274,23.5217798253992,2,"-119.384874316_43.854672036",-119.384874316,43.854672036,"egley",45,111,383.947937011719,378.555786132812,382.484710693359,372.746337890625,353.408630371094,345.778533935547,416.733062744141,364.055297851562,404.485046386719,424.111022949219,-199.638656616211,-293.274963378906,-37.1229705810547,124.168518066406,320.703643798828,278.544555664062,288.831848144531,211.435745239258,269.316375732422,309.579437255859,285.135925292969,229.988723754883,132.494003295898,219.016220092773,382.63063659668,228.058180236816,-246.456809997559,243.900304214889,320.703643798828,4,4,206,"EG_36_2"
"82",-95.7939964294434,1.61049603787515,1.42202170269276,56.6020658723601,2,"-119.297883316_43.855650036",-119.297883316,43.855650036,"egley",55,111,167.417678833008,358.006042480469,267.433502197266,233.918121337891,228.204238891602,273.309600830078,286.187835693359,286.458343505859,311.946899414062,345.935729980469,-381.484436035156,-429.225494384766,-198.630142211914,-68.6482696533203,170.74853515625,122.169059753418,275.851104736328,169.058456420898,242.345275878906,314.853881835938,392.309906005859,380.820220947266,358.265228271484,354.554046630859,275.881799316406,180.087802886963,-405.354965209961,257.917499127477,392.309906005859,6,4,171,"EG_37_2"
"83",-107.089209747314,1.96578947977596,1.09934912943478,40.7468978965675,2,"-119.392191316_43.719382036",-119.392191316,43.719382036,"egley",45,110,355.844146728516,366.055999755859,359.972442626953,360.576934814453,291.034484863281,356.136810302734,351.31396484375,364.055297851562,361.971832275391,360.980895996094,-365.229736328125,-349.619537353516,-102.486808776855,76.0233917236328,173.997406005859,284.878356933594,287.804870605469,304.398498535156,322.784820556641,357.040435791016,364.765655517578,387.844085693359,314.028686523438,206.124847412109,352.794281005859,245.705071258545,-357.42463684082,302.805768035056,387.844085693359,5,5,198,"EG_38_2"
"84",-248.450063323975,1.13808244411661,0.919499270152369,51.5384850554414,2,"-119.366717316_43.810988036",-119.366717316,43.810988036,"egley",45,111,467.362915039062,522.568664550781,507.3212890625,519.170043945312,455.701568603516,489.211791992188,529.251708984375,482.279052734375,475.625823974609,586.0771484375,-423.558898925781,-371.908142089844,-6.37958526611328,171.007934570312,131.632232666016,203.281021118164,248.115142822266,257.738677978516,305.123962402344,405.371643066406,462.928344726562,371.25,448.06201171875,436.716796875,503.457000732422,255.006937408447,-397.733520507812,204.517616924223,462.928344726562,9,8,118,"EG_39_2"
"85",-127.891062927246,2.12832316477548,1.13796298584821,36.3081284407731,2,"-119.310620316_43.836090036",-119.310620316,43.836090036,"egley",45,110,337.748352050781,364.377197265625,386.850708007812,346.806213378906,315.519775390625,349.539581298828,386.498504638672,346.938781738281,417.475738525391,406.739807128906,-397.23583984375,-356.653991699219,-187.335098266602,180.806671142578,334.178833007812,331.921325683594,345.177673339844,149.673202514648,233.632858276367,324.901641845703,416.323150634766,250.303771972656,353.043487548828,227.904220581055,365.849465942383,237.958403015137,-376.944915771484,355.606834748735,416.323150634766,4,4,160,"EG_40_2"
"86",-245.316108131409,0.98658077423056,1.05411157420135,52.7983861965138,2,"-119.401134316_43.795992036",-119.401134316,43.795992036,"egley",45,110,345.516082763672,354.166656494141,358.606567382812,320.525787353516,352.612548828125,312.827697753906,373.485137939453,288.674041748047,305.882354736328,371.594635009766,-394.675018310547,-442.361114501953,-189.378051757812,-49.5526504516602,13.988187789917,72.683219909668,122.964630126953,77.2334289550781,108.213096618652,209.410552978516,319.825592041016,245.342422485352,302.450836181641,356.699920654297,338.389151000977,93.0730428695679,-418.51806640625,160.440745572813,356.699920654297,10,9,191,"EG_41_2"
"87",-104.532456970215,1.38309443146086,1.48278406515359,43.9928421188187,2,"-119.399779316_43.741224036",-119.399779316,43.741224036,"egley",35,110,157.773513793945,223.474548339844,219.584564208984,233.429397583008,262.645172119141,258.879516601562,255.847427368164,233.995590209961,284.783447265625,235.136169433594,-261.140808105469,-283.089599609375,-165.313659667969,111.932029724121,56.5775756835938,85.1129684448242,141.6591796875,114.130432128906,185.365859985352,232.050552368164,274.898071289062,283.811767578125,339.393951416016,350.759887695312,236.554934692383,132.022477722168,-272.115203857422,160.55593018358,350.759887695312,9,8,172,"EG_42_2"
"88",-95.5741722106933,3.68447226343933,1.30413800570584,1.71373241550318,2,"-119.318750316_43.615062036",-119.318750316,43.615062036,"egley",25,110,357.593109130859,351.430236816406,402.82177734375,294.596160888672,275.800720214844,259.372131347656,182.760848999023,320.376190185547,332.531555175781,388.670104980469,-421.432861328125,-164.102569580078,233.233779907227,324.595642089844,412.883941650391,292.929290771484,239.030029296875,134.2939453125,21.3014297485352,141.633193969727,187.937530517578,222.372329711914,170.193740844727,207.756225585938,316.595283508301,221.021111297607,-292.767715454102,278.927175081806,412.883941650391,3,2,148,"EG_43_2"
"89",-235.204267501831,1.29995536968637,0.900061564672302,47.5338436378227,2,"-119.365904316_43.811314036",-119.365904316,43.811314036,"egley",45,111,414.843414306641,505.460906982422,488.410583496094,458.008666992188,456.718872070312,475.982543945312,459.366973876953,475.452209472656,503.144653320312,529.208129882812,-412.990203857422,-417.805389404297,-50.1872673034668,153.311386108398,165.185180664062,183.716812133789,290.928802490234,270.684356689453,289.115631103516,368.007843017578,429.023071289062,314.768463134766,375.828338623047,368.356384277344,476.65969543457,241.455427932739,-415.397796630859,238.114964325135,429.023071289062,10,6,112,"EG_44_2"
"90",-43.9626747131348,2.77266390360542,1.45786133059114,9.20179941366006,2,"-119.347476316_43.650922036",-119.347476316,43.650922036,"egley",25,110,94.8941497802734,265.898834228516,254.246017456055,243.814437866211,154.774398803711,129.559066772461,135.735580444336,266.175689697266,318.486724853516,294.117645263672,-329.225830078125,-175.399749755859,160.927963256836,175.364822387695,314.563110351562,223.225799560547,151.168838500977,107.455558776855,72.2100677490234,168.020309448242,184.710113525391,160.429214477539,188.413787841797,187.261840820312,215.770254516602,171.807579803467,-252.312789916992,204.66812215565,314.563110351562,3,2,178,"EG_45_2"
"91",-495.418087768555,-0.534719014986092,0.491325723985733,41.4879206982288,3,"-119.357232316_43.673090036",-119.357232316,43.673090036,"egley",45,110,477.683502197266,486.575958251953,497.9111328125,446.649200439453,414.779052734375,446.485626220703,398.876403808594,442.405303955078,448.965026855469,491.821990966797,-368.949768066406,-336.477996826172,-187.571914672852,-87.3043441772461,-117.64705657959,-123.545707702637,-123.330711364746,-53.7032318115234,-72.9763412475586,32.6492538452148,144.209106445312,187.193267822266,201.163360595703,223.658996582031,455.215319824219,-40.2027679443359,-352.713882446289,-95.8584465414835,223.658996582031,NA,NA,214,"EG_1_3"
"92",-302.238087272644,-1.16106766886184,0.450728436203743,3.61558449923337,3,"-119.392733316_43.776432036",-119.392733316,43.776432036,"egley",25,110,153.782897949219,233.62174987793,266.986419677734,262.001617431641,288.7490234375,250.100036621094,264.257019042969,238.245758056641,300.924072265625,315.148986816406,-104.022193908691,-181.744750976562,-56.661563873291,116.00927734375,-97.1074371337891,-72.3092269897461,-84.4155807495117,-71.6591339111328,-61.5611190795898,-77.4176254272461,-16.3398685455322,-27.1010131835938,-34.0782127380371,-37.974681854248,257.381758117676,-44.8563291549683,-142.883472442627,-102.519243646541,116.00927734375,NA,NA,181,"EG_2_3"
"93",-545.203229999542,-0.700613986590844,0.0195651256965312,12.5618895855579,3,"-119.385687316_43.760458036",-119.385687316,43.760458036,"egley",45,110,345.521026611328,417.513305664062,389.012939453125,382.661987304688,421.788879394531,400.3623046875,432.420288085938,434.458557128906,411.286682128906,475.806457519531,-275.390625,-461.379608154297,-158.461532592773,8.04289531707764,-222.348922729492,-139.025192260742,-163.312438964844,-160.210723876953,-179.412612915039,-133.093521118164,-113.307983398438,-80.0698394775391,-118.931411743164,-108.349899291992,411.083242797852,-134.119987201691,-368.385116577148,-124.897528660212,8.04289531707764,NA,NA,174,"EG_3_3"
"94",-653.893560409546,-0.352798334116926,-0.0770025211331173,19.0817815130884,3,"-119.654248316_43.885968036",-119.654248316,43.885968036,"egley",45,111,494.949493408203,545.161315917969,546.35107421875,522.522521972656,524.215026855469,480.732177734375,571.881591796875,523.425720214844,527.750732421875,566.43359375,-373.339447021484,-381.20703125,-333.853363037109,-145.747467041016,-157.024795532227,-84.5737457275391,-40.8376960754395,-83.5030517578125,-138.173309326172,-83.805549621582,-94.128059387207,-73.8653182983398,-95.027946472168,-64.8174362182617,530.342324829102,-123.551235580444,-377.273239135742,-80.4315147530092,-40.8376960754395,NA,NA,180,"EG_4_3"
"95",-262.222443771362,0.444639784236597,0.141672016737287,18.8331351437411,3,"-119.350186316_43.833482036",-119.350186316,43.833482036,"egley",35,110,187.89013671875,161.379302978516,196.627319335938,272.969360351562,201.09814453125,164.713989257812,174.777252197266,213.892715454102,241.635681152344,260.54052734375,-417.5,-342.113525390625,-127.574546813965,-118.421051025391,-74.0517730712891,-58.6328010559082,-36.955322265625,-32.3819961547852,-61.6812210083008,-33.3165054321289,29.4043731689453,-33.0891647338867,-19.5775375366211,26.2269535064697,207.552442932129,-54.6700008392334,-379.806762695312,52.868707859114,29.4043731689453,NA,NA,186,"EG_5_3"
"96",-270.328787279129,-1.96886372907696,0.380834768592283,9.66491176007868,3,"-119.649099316_43.838046036",-119.649099316,43.838046036,"egley",45,111,295.966033935547,295.855560302734,323.041290283203,294.117645263672,267.532470703125,289.46337890625,264.728973388672,281.948883056641,294.728424072266,316.602325439453,46.5549354553223,-20.6953639984131,-5.17309999465942,56.5217399597168,-59.7609558105469,-8.9368257522583,-17.7095623016357,48.8786659240723,6.15212535858154,59.0979766845703,60.5744132995605,81.0526351928711,64.3564376831055,111.355514526367,292.398498535156,22.0697112560272,12.9297857284546,-138.507503733968,111.355514526367,NA,NA,171,"EG_6_3"
"97",-294.234024047852,-0.642839000464482,-0.510217153073145,10.4155295654968,3,"-119.638259316_43.798274036",-119.638259316,43.798274036,"egley",35,110,97.3175277709961,114.837074279785,140.350875854492,191.423248291016,136.150238037109,80.9730072021484,104.823150634766,150.409057617188,132.857635498047,234.749282836914,-425.055236816406,-338.909881591797,-70.6084976196289,-196.090042114258,-232.577667236328,-216.12483215332,-148.036254882812,-119.131874084473,-185.343795776367,-130.256881713867,-141.575057983398,-118.704238891602,-109.788360595703,-109.818832397461,138.389109802246,-155.844914245605,-381.982559204102,-60.4800931078764,-70.6084976196289,NA,NA,187,"EG_7_3"
"98",-497.579571819305,-0.490755570998671,0.476084225113335,30.3096282298748,3,"-119.338804316_43.777084036",-119.338804316,43.777084036,"egley",45,110,451.51513671875,556.295043945312,504.854370117188,461.425048828125,442.211059570312,423.095367431641,451.786590576172,401.773223876953,465.016662597656,540.763671875,-404.299957275391,-377.985961914062,9.74817180633545,-19.2629814147949,-102.514503479004,-83.5117797851562,-79.7546005249023,-109.483703613281,-78.2006912231445,-10.0212574005127,102.770332336426,93.1714706420898,148.17073059082,223.699417114258,469.873617553711,-27.7059542655945,-391.142959594727,-80.4100269328211,223.699417114258,NA,NA,121,"EG_8_3"
"99",-284.42095644474,1.25636479005827,0.458255709275947,13.2602323097187,3,"-119.347747316_43.835438036",-119.347747316,43.835438036,"egley",45,110,290.364593505859,383.628814697266,341.939971923828,336.748626708984,305.277679443359,265.168548583984,302.724884033203,328.101654052734,293.761810302734,363.957611083984,-462.083618164062,-415.892059326172,-59.0417327880859,-13.9474534988403,147.176803588867,100.655830383301,64.1711196899414,-10.5263156890869,7.74270391464233,39.8471603393555,94.9143295288086,-3.52781558036804,-47.4308319091797,25.5183410644531,321.167419433594,36.7464629888535,-438.987838745117,184.954045436358,147.176803588867,NA,NA,192,"EG_9_3"
"100",-395.424775385857,0.280483791657085,0.485361463211815,29.9066733580369,3,"-119.379183316_43.822398036",-119.379183316,43.822398036,"egley",55,111,432.139892578125,428.813568115234,456.702239990234,495.854064941406,448.938720703125,410.466064453125,437.89208984375,433.083953857422,433.665008544922,466.497039794922,-462.739837646484,-335.327117919922,-6.06060600280762,-18.6382656097412,-57.2569923400879,21.8446598052979,76.4688491821289,1.47102093696594,61.4400901794434,130.162048339844,171.826629638672,108.547454833984,141.793182373047,215.697189331055,444.405264282227,48.9804888963699,-399.033477783203,45.8034426568677,215.697189331055,NA,NA,177,"EG_10_3"
"101",-310.587097072601,-0.319095583800898,0.373301680619089,22.9541455939576,3,"-119.417936316_43.737312036",-119.417936316,43.737312036,"egley",45,110,250.912033081055,271.111114501953,235.384613037109,253.375701904297,234.920639038086,254.977035522461,277.049194335938,248.948379516602,269.124053955078,250.864379882812,-293.970886230469,-308.844512939453,-74.0502243041992,-51.6214408874512,-137.637802124023,-121.93627166748,-85.7648086547852,-74.9704818725586,-46.5970077514648,-36.0690002441406,15.2711954116821,54.1720161437988,95.067512512207,64.3659286499023,254.666714477539,-55.9203825950623,-301.407699584961,-37.4260647425565,95.067512512207,NA,NA,175,"EG_11_3"
"102",-323.311505961418,0.528029311393397,0.330365027788912,25.5205641539542,3,"-119.299780316_43.854020036",-119.299780316,43.854020036,"egley",45,110,336.822418212891,315.090545654297,320.907623291016,328.489471435547,355.776580810547,327.856018066406,319.041625976562,292.441619873047,325.072296142578,340.633544921875,-366.959747314453,-320.208923339844,-147.002670288086,-103.937568664551,7.61772871017456,29.0827732086182,35.6919212341309,1.19402980804443,2.56483340263367,52.3822059631348,72.533332824707,78.8900985717773,80.4659957885742,107.769424438477,326.213174438477,2.90166847705841,-343.584335327148,76.0463041701446,107.769424438477,NA,NA,185,"EG_12_3"
"103",-515.448061943054,-0.224228516975769,0.386276166373981,23.4125791172405,3,"-119.342056316_43.660050036",-119.342056316,43.660050036,"egley",45,111,473.550567626953,522.568664550781,514.159301757812,496.148620605469,453.309143066406,436.500457763672,440.288421630859,475.322357177734,483.702728271484,497.567443847656,-302.516693115234,-383.736267089844,-115.695793151855,77.9026184082031,-21.0708122253418,-50.8688774108887,-58.5025749206543,-78.894905090332,-100.41724395752,-54.2879638671875,30.7539691925049,9.71866989135742,87.0653686523438,185.146713256836,479.311770629883,-36.1362913131714,-343.126480102539,-39.5119004710982,185.146713256836,NA,NA,187,"EG_13_3"
"104",-397.026916694641,-0.315305804572819,0.0338203021125015,11.3908142362322,3,"-119.384874316_43.756546036",-119.384874316,43.756546036,"egley",35,110,295.430755615234,297.583068847656,294.830657958984,313.932342529297,259.853515625,346.730010986328,248.351654052734,251.725387573242,333.580169677734,327.238098144531,-399.592956542969,-415.272277832031,10.0421123504639,-109.75609588623,-138.481170654297,-110.70336151123,-147.076202392578,-125.236679077148,-118.635437011719,-123.148147583008,-66.605842590332,-71.4126815795898,-65.9488525390625,-68.5169143676758,296.925566101074,-100.101350593567,-407.4326171875,-40.7725560956678,10.0421123504639,NA,NA,173,"EG_14_3"
"105",-361.135687541962,-0.735607129251016,0.0614076351766376,23.4307621114857,3,"-119.361297316_43.829244036",-119.361297316,43.829244036,"egley",45,110,221.276596069336,250,207.547164916992,231.972793579102,249.492904663086,211.632797241211,215.673141479492,248.88737487793,253.044662475586,335.931976318359,-399.416900634766,-345.534393310547,-111.592636108398,-182.596298217773,-208.672088623047,-191.176467895508,-166.572235107422,-114.586296081543,-113.275817871094,-71.3547058105469,-16.1166534423828,-9.95426464080811,-3.46205067634583,14.894172668457,242.545941162109,-118.589746379852,-372.475646972656,-93.1251130024448,14.894172668457,NA,NA,192,"EG_15_3"
"106",-405.475655555725,0.0153760346988599,0.41912566743162,38.6433746631329,3,"-119.386771316_43.736986036",-119.386771316,43.736986036,"egley",35,110,310.704956054688,375.149810791016,334.871215820312,326.5625,374.123138427734,333.592529296875,345.439880371094,372.458770751953,388.688323974609,393.796630859375,-399.122802734375,-392.884765625,-279.503112792969,-138.389373779297,-88.9861450195312,-79.6812744140625,-72.6368179321289,-50.6039848327637,25.3807106018066,28.1214847564697,33.7874641418457,123.142250061035,149.015426635742,134.187088012695,355.538775634766,-49.9368799209595,-396.003784179688,2.77477284228902,149.015426635742,NA,NA,170,"EG_16_3"
"107",-369.481540107727,0.159942035049535,0.35304583973297,24.8266223236755,3,"-119.361297316_43.772194036",-119.361297316,43.772194036,"egley",35,111,392.030853271484,347.275024414062,363.373779296875,351.466674804688,402.323120117188,334.009124755859,320.430114746094,336.434112548828,384.042541503906,384.199127197266,-429.940124511719,-358.874877929688,-97.6909408569336,53.9553756713867,-87.885986328125,-62.2309188842773,-18.5252456665039,-45.3890495300293,-40.9836082458496,28.9608173370361,62.911922454834,127.646705627441,84.3575439453125,91.3115692138672,361.558447265625,-7.92309284210205,-394.407501220703,23.2163653080898,127.646705627441,NA,NA,199,"EG_17_3"
"108",-522.472277832031,-0.695825914843911,-0.172933374910597,15.2853482843755,3,"-119.456418316_43.783604036",-119.456418316,43.783604036,"egley",55,111,291.73046875,375.248718261719,418.16845703125,362.49072265625,425.818878173828,354.214996337891,413.913726806641,345.468322753906,421.434326171875,446.560424804688,-296.780670166016,-375.695007324219,-202.91438293457,-93.9809951782227,-205.853652954102,-116.619003295898,-104.627174377441,-181.167404174805,-153.947021484375,-115.65877532959,-90.7013931274414,-104.20393371582,-66.6666641235352,-68.4401473999023,385.504904174805,-136.967373657227,-336.237838745117,-117.234080987087,-66.6666641235352,NA,NA,135,"EG_18_3"
"109",-491.692831993103,-0.298105775069553,0.252214258205668,28.1339041112543,3,"-119.371053316_43.784256036",-119.371053316,43.784256036,"egley",55,110,345.521026611328,457.843139648438,435.336975097656,419.039154052734,444.249328613281,410.610778808594,436.355102539062,397.085601806641,432.258056640625,497.656982421875,-392.176544189453,-387.638153076172,-198.51301574707,7.41897678375244,-146.148315429688,-91.4593124389648,-65.5885009765625,-127.240142822266,-80.0691223144531,-5.84484577178955,27.3336772918701,39.138427734375,70.1660385131836,107.845710754395,427.595614624023,-64.0972173690796,-389.907348632812,-53.2482546869277,107.845710754395,NA,NA,171,"EG_19_3"
"110",-478.869691944122,-0.400403381792013,0.413905271843601,2.0104024855645,3,"-119.335010316_43.797296036",-119.335010316,43.797296036,"egley",45,110,575.919006347656,577.446533203125,526.486511230469,504.196990966797,505.506622314453,492.385772705078,491.329467773438,494.895202636719,496.432220458984,411.764709472656,-128.900955200195,-222.607833862305,71.8590621948242,210.113342285156,43.075496673584,3.76726675033569,-14.7003393173218,-4.04560518264771,-20.8754215240479,-59.2286491394043,10.0819158554077,47.6190490722656,27.5994873046875,22.1114921569824,507.636303710938,28.7666117668152,-175.75439453125,-54.7925543340452,210.113342285156,NA,NA,104,"EG_20_3"
"111",-284.813646650314,-0.427248178469828,0.315461715135656,26.8503522584727,3,"-119.301406316_43.855324036",-119.301406316,43.855324036,"egley",35,110,150.431564331055,206.722686767578,166.877365112305,175.271286010742,138.512390136719,156.404342651367,174.422500610352,179.264221191406,235.175201416016,201.523544311523,-363.673309326172,-327.538238525391,-159.934326171875,-169.349639892578,-178.571426391602,-189.771194458008,-138.619201660156,-105.485229492188,-97.8203048706055,-32.2419395446777,-1.24285364151001,9.50475215911865,36.1635208129883,56.2974586486816,178.460510253906,-106.353136396408,-345.605773925781,-49.7257823424834,56.2974586486816,NA,NA,180,"EG_21_3"
"112",-343.844718647003,-0.364777482644598,0.149119824251781,24.7585694344489,3,"-119.606010316_43.858584036",-119.606010316,43.858584036,"egley",35,110,177.830947875977,236.333740234375,244.618392944336,251.345123291016,219.992431640625,183.734939575195,246.123260498047,248.143798828125,272.503082275391,271.496826171875,-360.703826904297,-321.194458007812,-200.70671081543,-192.281188964844,-168.463195800781,-131.259262084961,-117.096015930176,-124.164001464844,-69.4677886962891,-40.253719329834,-40.2369766235352,-2.39578342437744,-1.78982353210449,35.0748100280762,235.212254333496,-108.632464313507,-340.949142456055,-49.5756733249705,35.0748100280762,NA,NA,142,"EG_22_3"
"113",-420.822762298584,-0.723732449086685,-0.106926333746533,11.6714495983753,3,"-119.406283316_43.750352036",-119.406283316,43.750352036,"egley",45,110,216.876968383789,325.88134765625,329.37451171875,288.135589599609,289.535797119141,244.615386962891,310.608947753906,271.790802001953,309.163360595703,322.606597900391,-280.378265380859,-338.786041259766,-151.807235717773,-31.1004791259766,-200.739364624023,-131.935043334961,-167.924530029297,-144.038162231445,-157.619735717773,-124.497993469238,-106.068603515625,-83.9071655273438,-68.9562683105469,-70.1219482421875,290.858930969238,-129.963831329346,-309.582153320312,-95.9817210050409,-31.1004791259766,NA,NA,189,"EG_23_3"
"114",-427.549887323379,-0.588481932384839,0.238070665905872,25.7314393756154,3,"-119.373492316_43.768934036",-119.373492316,43.768934036,"egley",45,110,346.318664550781,367.131378173828,323.483673095703,355.837951660156,339.035766601562,312.5,324.388305664062,335.775329589844,327.242523193359,380.116973876953,-383.554901123047,-311.462127685547,-165.680480957031,-67.9104461669922,-188.679244995117,-143.296432495117,-160.244644165039,-101.111114501953,-81.4455261230469,4.15953016281128,30.5250301361084,10.015022277832,31.1133975982666,81.2256774902344,341.183056640625,-86.3668306827545,-347.508514404297,-86.2264199820538,81.2256774902344,NA,NA,198,"EG_24_3"
