X,Long,Lat,postdisturbance_nbr,delta_nbr,relative_regrowth,pct_recovery,postfire_fitted_rsq,postfire_fitted_slope,cluster,x_y,Plot,fire,canopy_cover,veg_height,hli,cwd_present,cwd_future,elevation,TE_future,TE_present,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,predisturbance_nbr,disturbance_nbr,dnbr,absolute_regrowth,max.postfire.nbr,time_to_0.8recovery,time_to_0.6recovery,postfire_ppt,postfire_tmin,postfire_tmax,postfire_vpdmin,postfire_vpdmax,postfire_tmean,precip,tmean,vpdmax,re.0gen_prob
141,-118.516586127562,44.499648992186,369.8,-96.4,2.4005103630335,1.28056628056628,0.576277928265934,41.8021978021978,1,-118.516586127562_44.499648992186,NA,Easy,55,110,236,409,533,1778,N,N,515,443,544,461,498,492,461,394,445,409,0,0,0,133,334,428,531,552,597,583,540,513,498,434,466.2,0,409,266.279951044272,597,5,4,786.594682803596,0.400301735313966,11.9530340843499,2.02178053532545,11.6062251948942,6.17666790983195,828.120352460249,5.68497692386421,10.4441445034704,0.538019180297852
142,-118.517857253,44.474844237,417.3,-107.4,2.2268402238248,1.1454164284353,0.711272223161417,33.5769230769231,1,-118.517857253_44.474844237,EA-2-3,Easy,65,111,191,429,556,1571,N,N,501,494,558,561,540,533,546,562,521,431,0,110,261,267,389,410,533,574,601,466,562,572,581,542,524.7,55,431,221.265392704724,601,6,4,786.594682803596,0.400301735313966,11.9530340843499,2.02178053532545,11.6062251948942,6.17666790983195,784.686251693241,5.88077189093517,10.943324042308,0.470364272594452
143,-118.519722226737,44.4776566834949,299.2,-109.5,1.37536190804028,1.35062392953266,0.866164172090724,50.7582417582418,1,-118.519722226737_44.4776566834949,NA,Easy,55,111,217,394,517,1830,N,N,388,372,437,437,417,425,410,412,436,353,0,0,20,95,202,303,437,333,504,551,547,539,552,534,408.7,0,353,144.978998399635,552,6,5,786.594682803596,0.400301735313966,11.9530340843499,2.02178053532545,11.6062251948942,6.17666790983195,784.686251693241,5.88077189093517,10.943324042308,0.470364272594452
144,-118.521479688281,44.4721537455079,361.1,-200.6,0.887891682908581,0.881253338080826,0.452639744868823,20,1,-118.521479688281_44.4721537455079,NA,Easy,65,110,238,429,556,1571,N,N,532,513,572,570,532,578,615,644,559,502,0,156,227,339,182,362,461,472,495,484,433,441,414,367,561.7,78,502,100.162283312715,495,6,3,646.851537614344,0.216048082865439,12.9326962910514,1.70397462035717,12.4883812741384,6.57437218695843,757.688027275324,6.13225396945874,11.4549051604821,0.471682876348495
145,-118.523398570871,44.4942517018467,74.7,-299.6,-1.08077476331749,1.18354261287737,0.894719341728641,39.1263736263736,1,-118.523398570871_44.4942517018467,NA,Easy,45,110,137,390,511,1904,N,N,321,334,378,372,370,368,388,442,435,335,0,0,0,0,0,0,73,116,111,215,232,316,407,443,374.3,0,335,-117.574442242444,443,11,10,786.594682803596,0.400301735313966,11.9530340843499,2.02178053532545,11.6062251948942,6.17666790983195,839.63403867852,5.38457453621354,10.2651360481517,0.680882394313812
146,-118.526899699518,44.4725212856616,391,-181,1.16369731368224,1.08391608391608,0.709186240890975,43.5494505494505,1,-118.526899699518_44.4725212856616,NA,Easy,55,110,211,475,602,1606,N,N,436,546,624,589,620,590,613,569,585,548,0,74,88,269,214,360,493,620,610,606,576,549,551,540,572,37,548,149.990463927346,620,6,5,646.851537614344,0.216048082865439,12.9326962910514,1.70397462035717,12.4883812741384,6.57437218695843,734.303261709466,6.32234155351905,12.2035699530021,0.501642823219299
147,-118.787059791174,43.9957971705737,44.1,-120.3,-2.05323899971812,0.626520681265207,0.022770048996604,-1.04395604395604,2,-118.787059791174_43.9957971705737,NA,Calamity,45,110,161,588,723,1648,Y,N,130,184,166,107,149,172,160,198,190,188,70,57,31,103,25,17,29,85,40,24,30,21,35,70,164.4,63.5,118,-69.41303759367,103,NA,3,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,441.505214222936,6.26723258453173,12.9250394896726,0.276261180639267
148,-118.792465256565,43.9922503825422,145.4,-164.5,-0.0940968427457932,1.40367860600194,0.962344001520008,39.6703296703297,1,-118.792465256565_43.9922503825422,NA,Calamity,45,111,205,588,723,1572,Y,N,336,362,342,336,265,284,310,268,284,312,0,0,0,88,83,82,137,202,208,272,382,366,430,435,309.9,0,312,-6.77412756292387,435,9,7,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,429.226114180944,6.2277761881981,13.5180323429202,NA
149,-118.794240945455,43.9958385204263,133.8,-368.9,-1.06147268278696,0.917047941117963,0.957827720885143,44.1593406593407,1,-118.794240945455_43.9958385204263,NA,Calamity,55,111,212,588,723,1602,Y,N,512,557,517,493,441,492,526,457,498,534,53,0,0,7,41,39,116,222,272,271,370,383,432,461,502.7,26.5,481,-134.741947707631,461,12,10,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,441.606665889712,6.2137474579928,13.2503619260107,0.244225054979324
150,-118.794426528121,43.983458102675,20.9,-321.2,-1.25650384239187,0.359543992984507,0.531799522599773,8.43406593406594,2,-118.794426528121_43.983458102675,NA,Calamity,45,110,149,632,767,1488,Y,N,330,362,348,355,297,310,363,337,353,366,0,0,0,0,47,0,0,88,12,1,61,54,105,123,342.1,0,366,-115.170053376055,123,NA,NA,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,421.780513372067,6.24158979900228,13.7858127374687,0.258403122425079
151,-118.794435408018,43.9883306783031,22.4,-341.7,-1.3817281293194,0.631694589398517,0.504789454474842,12.8131868131868,2,-118.794435408018_43.9883306783031,NA,Calamity,45,111,151,632,767,1572,Y,N,361,398,336,375,355,345,343,349,386,393,0,0,0,16,82,0,0,29,0,1,96,83,128,230,364.1,0,393,-127.251140795954,230,NA,13,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,429.226114180944,6.2277761881981,13.5180323429202,0.251386523246765
152,-118.797845319,43.999130173,249.9,-186.2,0.510373771219929,1.30933272185279,0.943208438905137,51.8351648351649,1,-118.797845319_43.999130173,CA-2-3,Calamity,45,111,204,608,743,1602,Y,N,459,419,415,437,422,396,457,423,461,472,0,0,0,29,167,248,317,362,438,466,472,468,556,571,436.1,0,472,59.9551710148133,571,7,6,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,457.152780367435,6.21132556330182,12.8716921884185,0.226844608783722
153,-118.799182805966,43.9949722610107,66.8,-261.6,-0.899507695489701,0.636419001218027,0.361704167695501,8.74175824175825,2,-118.799182805966_43.9949722610107,NA,Calamity,45,110,176,608,743,1602,Y,N,269,315,313,328,299,324,328,351,352,405,0,0,0,126,105,63,42,36,71,100,125,82,70,209,328.4,0,405,-78.1001756702275,209,NA,13,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,441.606665889712,6.2137474579928,13.2503619260107,NA
154,-118.80148226198,44.0000933581457,76.9,-262.4,-0.950312095642184,0.842911877394636,0.932463323756588,21.1923076923077,1,-118.80148226198_44.0000933581457,NA,Calamity,55,111,192,580,715,1602,Y,N,290,363,310,292,326,319,355,330,391,417,3,0,0,32,68,72,52,124,126,135,160,207,193,286,339.3,1.5,414,-88.4663055212052,286,13,11,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,453.998196994504,6.16980590624828,13.1383108249813,0.24189917743206
155,-118.806875456,43.993536097,205.7,-269.6,0.0578931715325369,1.04986324426678,0.96507057996894,42.010989010989,1,-118.806875456_43.993536097,CA-4-1,Calamity,45,110,145,608,743,1586,Y,N,437,500,496,485,477,421,456,488,468,525,0,0,0,88,183,181,248,309,277,353,418,389,474,499,475.3,0,525,6.99686761157798,499,10,7,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,435.725961790752,6.11771378164222,13.7675973231197,0.257605701684952
156,-118.807870427935,43.9937738683928,203.2,-174.8,0.508560833060886,1.23544973544974,0.89281296169706,37,1,-118.807870427935_43.9937738683928,NA,Calamity,45,110,195,608,743,1586,Y,N,373,406,399,371,328,319,409,369,403,403,0,0,0,52,217,200,244,275,280,326,438,351,357,467,378,0,403,52.6475062870758,467,9,6,462.065417268612,0.0847520933230509,12.4609476264774,1.72284859858787,12.4811638972745,6.27284985990021,435.725961790752,6.11771378164222,13.7675973231197,0.257605701684952
157,-118.810582644994,43.9968727366107,76.4,-236.5,-1.14067477350805,0.898050495365932,0.891744401758157,24.8626373626374,1,-118.810582644994_43.9968727366107,NA,Calamity,45,110,176,610,745,1586,Y,N,269,318,313,302,287,299,334,312,323,372,0,0,7,89,11,27,49,115,119,151,196,243,277,281,312.9,0,372,-92.0382963009375,281,12,10,462.065417268612,0.0847520933230509,12.4609476264774,1.72284859858787,12.4811638972745,6.27284985990021,448.561249963663,6.13627043941766,13.3479431745557,0.264767855405807
158,-118.816912219636,44.036384870931,0,-348.4,-1.86448866893812,0,0,0,2,-118.816912219636_44.036384870931,NA,Calamity,45,110,162,510,637,1862,N,N,475,547,522,542,259,231,205,207,251,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.4,0,245,-94.9436777398959,0,NA,NA,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,533.109226261148,5.8550642948548,11.3458019482848,0.324585914611816
159,-118.821469939865,44.0489105561518,38.2,-447.2,-1.63321623656054,0.210135970333745,0.391339699074074,5.34615384615385,2,-118.821469939865_44.0489105561518,NA,Calamity,55,111,196,538,664,1729,Y,N,486,515,502,520,501,498,469,440,481,442,2,41,53,66,0,0,20,44,33,50,75,96,102,86,485.4,21.5,440,-172.212892369746,102,NA,NA,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,558.720625508412,5.90159229224805,11.864660953285,0.379020273685455
160,-118.82201577194,44.0367897905789,0,-335,-1.52220783514333,0,0,0,2,-118.82201577194_44.0367897905789,NA,Calamity,55,111,158,510,637,1726,N,N,313,266,323,376,350,339,346,322,378,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,337,-134.117979396648,0,NA,NA,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,524.888957899818,5.85377476554684,11.5580447448308,0.331283420324326
161,-118.824737391,44.038454561,17.2,-452.6,-1.34616077311232,0.140485312899106,0.320407501736513,4.08791208791209,2,-118.824737391_44.038454561,CA-3-2,Calamity,55,111,174,558,690,1726,Y,N,436,527,505,448,508,487,462,418,482,425,0,0,0,0,23,0,0,61,21,1,66,55,0,62,469.8,0,425,-154.761256776157,66,NA,NA,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,533.715572990734,5.86857558114661,11.6820736172723,NA
162,-118.826244996217,44.041897950997,0,-236.9,-1.32709123201428,0.0506542845082313,0.214285714285715,0.395604395604396,2,-118.826244996217_44.041897950997,NA,Calamity,45,110,216,567,701,1726,Y,N,201,201,253,242,243,251,231,268,283,196,0,0,0,0,0,0,0,0,0,0,0,0,0,12,236.9,0,196,-88.3129560813684,12,NA,NA,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,533.715572990734,5.86857558114661,11.6820736172723,0.397322148084641
163,-118.827308033,44.045689978,0,-509.1,-1.59144820459488,0.0412492634060106,0.0952380952380953,0.461538461538462,2,-118.827308033_44.045689978,CA-1-2,Calamity,55,111,168,567,701,1729,Y,N,556,552,539,537,540,505,424,453,528,457,0,0,0,0,0,0,0,0,0,0,0,21,0,0,509.1,0,457,-185.762038932914,21,NA,NA,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,538.932984514428,5.9174313982184,11.932896718169,0.397322148084641
164,-118.828388891158,44.0457469361196,2.3,-322.9,-1.52891680072722,0.206027060270603,0.452936519214763,3.67032967032967,2,-118.828388891158_44.0457469361196,NA,Calamity,55,111,168,567,701,1729,Y,N,276,378,347,281,308,329,354,295,336,348,0,0,0,0,0,0,0,0,0,5,18,67,12,46,325.2,0,348,-130.884152904133,67,NA,NA,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,538.932984514428,5.9174313982184,11.932896718169,0.358179777860641
165,-118.828424340052,44.0385905827671,2.8,-460.4,-1.51341054198541,0.0906735751295337,0.633994939629518,3.41758241758242,2,-118.828424340052_44.0385905827671,NA,Calamity,55,111,132,558,690,1726,Y,N,492,513,471,490,501,465,436,385,479,400,0,0,0,0,0,0,0,0,0,0,28,19,42,42,463.2,0,400,-162.589273936572,42,NA,NA,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,519.36922465033,5.97829553548509,12.1827029387625,NA
166,-118.830563235,44.039559347,21.6,-434,-1.50356119086742,0.311676909569798,0.785707056589588,13.6758241758242,2,-118.830563235_44.039559347,CA-2-2,Calamity,45,110,121,558,690,1726,Y,N,425,479,475,490,443,457,446,442,459,440,0,0,0,0,0,0,0,6,40,41,129,132,120,142,455.6,0,440,-173.148701559577,142,NA,NA,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,519.36922465033,5.97829553548509,12.1827029387625,NA
167,-118.830700875,44.046038073,50.8,-386.5,-1.53338394397091,0.699748456437228,0.878591453678386,26.5604395604396,2,-118.830700875_44.046038073,CA-1-1,Calamity,55,110,210,567,701,1729,Y,N,400,413,454,442,416,429,421,427,504,467,0,0,0,0,0,0,0,73,122,112,201,216,237,306,437.3,0,467,-177.232269967171,306,NA,13,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,524.889964507353,6.00172347537692,12.3598020297853,0.293045878410339
168,-118.831601572163,44.0390081238902,15,-377.6,-1.36013560646369,0.624044829342843,0.688509489487792,17.6593406593407,2,-118.831601572163_44.0390081238902,NA,Calamity,55,111,182,558,690,1689,Y,N,372,384,451,413,439,369,396,377,441,284,0,0,0,0,0,0,0,0,0,34,116,162,136,245,392.6,0,284,-135.645142783348,245,NA,13,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,519.36922465033,5.97829553548509,12.1827029387625,NA
169,-118.836029576162,44.0398561057931,191.4,-31.7,1.99981613577443,1.74809502465262,0.614999471471291,30,1,-118.836029576162_44.0398561057931,NA,Calamity,35,110,147,567,701,1689,Y,N,215,230,247,253,274,208,233,184,215,172,0,0,0,0,137,153,249,294,349,358,374,390,333,169,223.1,0,172,107.056088479519,390,6,4,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,506.684425683841,5.9913695473279,12.1822018369948,0.378895342350006
170,-118.83653726,44.040542583,270.7,-62.7,2.27679590339317,1.51769646070786,0.801342771810173,40.8956043956044,1,-118.83653726_44.040542583,CA-B5-3,Calamity,45,110,133,567,701,1689,Y,N,322,355,354,334,405,346,277,303,329,309,0,0,0,67,255,301,382,406,371,419,506,427,423,485,333.4,0,309,176.240845268519,506,5,4,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,510.746898987305,5.91322582953397,12.0299334277643,NA
171,-118.837579042501,44.0347089976891,193.2,-162.5,0.302534202428922,1.44784931121732,0.957906110855067,49.3516483516484,1,-118.837579042501_44.0347089976891,NA,Calamity,45,111,190,549,679,1689,Y,N,450,479,451,419,272,250,310,284,315,327,0,0,0,0,81,141,241,255,346,412,456,470,448,515,355.7,0,327,23.6531979514609,515,8,6,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,501.551135733737,6.06258430834881,12.2732814023115,0.378895342350006
172,-118.838025014,44.042796589,278.6,-66.8,1.40776530985248,1.68789808917197,0.745804821287394,49.2032967032967,1,-118.838025014_44.042796589,CA-B3-3,Calamity,45,110,147,548,678,1675,Y,N,312,372,368,360,361,370,337,328,379,267,0,0,0,0,148,231,364,425,500,535,583,566,362,472,345.4,0,267,128.103446672927,583,6,5,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,510.746898987305,5.91322582953397,12.0299334277643,NA
173,-118.838589563884,44.043306957181,248.6,-84.1,0.720258993228452,1.81544935377217,0.738909320856467,51.2747252747253,1,-118.838589563884_44.043306957181,NA,Calamity,55,110,152,548,678,1675,Y,N,345,355,338,356,339,350,314,294,321,315,0,0,0,10,76,155,280,384,449,528,604,600,273,518,332.7,0,315,57.9524533355362,604,6,6,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,510.746898987305,5.91322582953397,12.0299334277643,NA
174,-118.934323503939,45.0515789860123,315.7,-199.5,-0.591551451563699,0.770574534161491,0.209369077698158,6.43406593406594,2,-118.934323503939_45.0515789860123,NA,BC,45,110,189,563,700,1074,Y,N,420,394,477,533,583,469,581,583,578,534,0,397,294,232,324,234,325,330,297,331,393,340,396,373,515.2,198.5,534,-45.7618867048906,397,NA,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,500.373668925002,8.04634415942728,13.9346841870277,0.634546637535095
175,-118.941265057594,45.0506973247565,54.8,-302.3,-1.10505647764853,0.361243349201904,0.565318517805078,8.98901098901099,2,-118.941265057594_45.0506973247565,NA,BC,55,111,163,588,726,1074,Y,N,275,335,365,411,444,372,355,364,374,276,0,0,63,24,0,11,93,34,113,119,91,66,100,129,357.1,0,276,-91.4322294211018,129,NA,NA,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,490.05465788203003,7.99290744780035,13.8876303291904,0.645597696304321
176,-118.94393604515,45.0567670479126,152.9,-120.9,-0.586760028078464,0.77063550036523,0.0046309364194482,0.576923076923075,2,-118.94393604515_45.0567670479126,NA,BC,35,109,207,588,726,1074,Y,N,150,228,248,354,297,281,353,289,266,272,0,176,163,119,142,116,148,108,211,174,172,114,121,187,273.8,88,272,-24.8727634086888,211,NA,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,491.457681909718,8.03718717241648,13.9199103848811,0.567053198814392
177,-118.949488836946,45.0767123677541,157.8,-289.3,-0.93899456297363,0.532319391634981,0.10248123888431,-3.46153846153847,2,-118.949488836946_45.0767123677541,NA,BC,55,110,162,504,640,1224,Y,N,362,438,471,451,461,498,462,469,436,423,0,167,238,113,158,145,190,113,130,215,109,103,167,139,447.1,83.5,423,-72.9687127641702,238,NA,NA,496.205223541661,0.962315129453032,14.5944512136898,1.37093906146113,13.6665766450622,7.77838317157142,536.273546941745,7.59442987525078,13.1145855844033,0.548750877380371
178,-118.951296437809,45.0554852512336,252.3,-164,-0.107912022808182,0.93682440547682,0.892811808491799,19.521978021978,1,-118.951296437809_45.0554852512336,NA,BC,35,111,71,588,726,1179,Y,N,362,355,424,446,428,403,413,476,446,410,0,202,183,189,207,214,263,228,306,363,368,358,368,390,416.3,101,410,-7.94718629131233,390,9,6,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,462.207982768861,8.05219091510216,13.959123684702,0.579979598522186
179,-118.955368500988,45.0583701887013,243.6,-321.5,-0.504410463954875,0.543266678463989,0.358619128964155,7.81318681318681,2,-118.955368500988_45.0583701887013,NA,BC,55,111,57,596,734,964,Y,N,459,460,606,640,591,592,583,582,580,558,0,199,236,222,273,267,201,146,286,307,299,299,307,285,565.1,99.5,558,-51.9048644080535,307,NA,NA,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,458.265285952383,8.34844429925904,14.480030471206,NA
180,-118.955601615132,45.0302297151699,285.2,-227.8,0.275888300161857,0.705653021442495,0.539137818603189,11.1758241758242,1,-118.955601615132_45.0302297151699,NA,BC,45,111,142,545,682,1089,Y,N,496,475,544,514,530,523,487,557,504,500,0,162,307,247,213,305,329,296,355,344,294,350,322,362,513,81,500,22.8575265945822,362,NA,6,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,471.661144203668,7.97389656690342,13.8599989231332,0.423036992549896
181,-118.95656912222,45.0490120120767,199.8,-318.1,-0.892437738100825,0.51940529059664,0.0273455292488172,-1.57692307692308,2,-118.95656912222_45.0490120120767,NA,BC,45,110,103,569,707,1179,Y,N,415,379,537,556,527,523,587,577,527,551,0,155,269,184,189,152,191,183,214,230,231,200,151,144,517.9,77.5,551,-90.4773659005861,269,NA,NA,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,455.908240369972,7.89971071690836,13.6640371586078,0.558343946933746
182,-118.959326786282,45.0521257564856,266.2,-200.8,-0.272913870816908,0.71948608137045,0.189176330271661,4.1978021978022,2,-118.959326786282_45.0521257564856,NA,BC,55,111,202,569,707,1179,Y,N,383,408,496,477,464,459,471,490,490,532,0,226,234,249,224,251,304,223,310,336,305,273,255,250,467,113,532,-20.6140951735464,336,NA,6,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,449.78754436924,8.10559067478134,14.0584035267733,0.558343946933746
183,-118.963112553,45.054521163,262.4,-298,-0.449559584158419,0.633476088508208,0.496965242485794,10.532967032967,2,-118.963112553_45.054521163,BCN10,BC,55,110,56,569,707,920,Y,N,467,432,589,617,598,555,641,534,536,635,0,168,257,299,234,249,268,181,294,333,341,308,355,314,560.4,84,635,-43.9222843054686,355,NA,10,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,445.597321219349,8.37872245463842,14.6123056440589,0.503375053405762
184,-118.964176449188,45.0532411464842,223.5,-279,-0.322047760052515,0.782089552238806,0.870084601132267,22.0439560439561,1,-118.964176449188_45.0532411464842,NA,BC,45,111,139,569,707,1172,Y,N,454,434,513,540,543,453,550,550,513,475,0,113,178,153,138,223,261,198,277,325,369,329,321,393,502.5,56.5,475,-34.0835665448444,393,NA,9,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,435.439281472014,8.30588544138086,14.2920425725636,0.503375053405762
185,-118.96612305808,45.0300294125736,242,-301.3,-0.460850877338556,0.570587152586048,0.213327211439628,4.88461538461539,2,-118.96612305808_45.0300294125736,NA,BC,45,110,95,589,728,989,Y,N,427,435,562,607,561,566,593,548,584,550,0,177,257,293,229,182,281,219,268,225,289,250,259,310,543.3,88.5,550,-44.7087914607795,310,NA,NA,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,438.770610762498,8.39858197862378,14.4792780314631,0.544951140880585
186,-118.972550577735,45.0236807089436,339.4,-237.2,0.818789915441548,0.740548040235865,0.41749351326729,11.7197802197802,1,-118.972550577735_45.0236807089436,NA,BC,55,111,93,611,750,1111,Y,N,520,546,570,665,606,515,586,592,564,602,0,211,205,348,334,375,418,376,407,398,322,427,373,374,576.6,105.5,602,81.641840692058,427,NA,3,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,435.280188083873,8.11702244367714,14.0612269329835,0.495649009943008
187,-118.973792994,45.028601105,259.7,-240.6,-0.565665376848283,0.629622226664002,0.00157553174196294,-0.461538461538461,2,-118.973792994_45.028601105,BCS6,BC,35,110,92,633,771,989,Y,N,421,549,512,506,570,468,506,476,492,503,66,193,293,263,210,243,295,199,298,315,288,245,188,215,500.3,129.5,437,-38.1379082226454,315,NA,9,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,427.123285451892,8.59940362613671,14.9275995706696,0.548514783382416
188,-118.97464866,45.046283248,103.2,-457.5,-1.00926106239989,0.310326377742108,0.103735691061358,3.67582417582418,2,-118.97464866_45.046283248,BCN4,BC,55,111,185,575,713,1006,Y,N,496,533,597,652,598,572,562,505,583,509,8,67,117,76,104,121,161,34,138,167,47,112,114,174,560.7,37.5,501,-119.428309766384,174,NA,NA,461.994244944837,1.36385881928926,15.1226103308388,1.48723857510119,14.4212372460179,8.24323457506403,423.905078205748,8.48512384150556,14.6753611308435,0.47465118765831
189,-118.975480973,45.049574189,264.8,-317.7,-0.613337003736381,0.580257510729614,0.207039752778774,4.67032967032967,2,-118.975480973_45.049574189,BCN6,BC,45,111,105,575,713,1006,Y,N,464,604,566,596,605,574,624,615,635,542,99,209,284,279,273,211,268,292,328,281,223,338,296,293,582.5,154,443,-61.8511066907557,338,NA,NA,461.994244944837,1.36385881928926,15.1226103308388,1.48723857510119,14.4212372460179,8.24323457506403,430.093272508521,8.56238667268652,14.942175044255,0.484492748975754
190,-118.979644084765,45.0224432834163,185.9,-409.7,-1.3247966115878,0.41974479516454,0.0100766377369945,1.48351648351649,2,-118.979644084765_45.0224432834163,NA,BC,45,111,171,611,750,1082,Y,N,446,501,645,659,655,648,634,656,533,579,0,207,250,153,51,123,248,148,244,232,203,205,180,164,595.6,103.5,579,-144.533947612749,250,NA,NA,461.994244944837,1.36385881928926,15.1226103308388,1.48723857510119,14.4212372460179,8.24323457506403,414.024873324097,8.60440758937943,14.7341716933169,0.474953860044479
191,-118.981536421,45.022371279,180.3,-428.3,-0.873933479810888,0.492934604009201,0.645562803384117,17.2307692307692,2,-118.981536421_45.022371279,BCN11,BC,55,111,91,611,750,1082,Y,N,523,484,676,702,606,675,623,639,591,567,0,120,116,127,102,94,241,134,300,285,284,279,231,281,608.6,60,567,-116.968198481089,300,NA,NA,461.994244944837,1.36385881928926,15.1226103308388,1.48723857510119,14.4212372460179,8.24323457506403,414.024873324097,8.60440758937943,14.7341716933169,0.474953860044479
192,-118.998248265766,45.034227100485,223.3,-274.6,-0.487578974383114,0.807391042377988,0.902219788045735,23.3241758241758,1,-118.998248265766_45.034227100485,NA,BC,55,111,77,548,684,1196,Y,N,383,371,464,530,469,567,571,545,561,518,4,145,154,160,123,197,242,296,274,311,331,402,371,363,497.9,74.5,514,-55.6009274518135,402,11,9,461.994244944837,1.36385881928926,15.1226103308388,1.48723857510119,14.4212372460179,8.24323457506403,473.657691786933,7.79747167934011,13.3682646518122,0.46500688791275
193,-119.15120883789,44.1832952720498,261.5,-182.2,0.780165792041184,1.18773946360153,0.653209865986353,37.4945054945055,1,-119.15120883789_44.1832952720498,NA,Flagtail,55,110,135,559,693,1500,Y,N,392,406,425,484,468,446,526,441,400,449,0,0,0,96,351,88,339,344,428,527,442,426,362,409,443.7,0,449,91.8134470073016,527,8,4,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944,487.826077960629,5.4741070144807,13.6511846685857,0.463900715112686
194,-119.152411898832,44.2033121732914,32.2,-318.7,-1.1401991855766,0.259333143345683,0.0577547193002082,-2.24725274725275,2,-119.152411898832_44.2033121732914,NA,Flagtail,45,110,169,574,709,1505,Y,N,361,326,368,356,373,327,416,314,330,338,0,0,18,91,62,0,0,0,71,80,0,0,0,0,350.9,0,338,-96.7747367992563,91,NA,NA,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944,465.537838948666,5.6833227480776,13.9201254625864,0.432284981012344
