grass.pct,shrub.pct,log.regen.density,seedling.pct,field.cluster,Plot,X,Long,Lat,postdisturbance_nbr,delta_nbr,relative_regrowth,pct_recovery,postfire_fitted_rsq,postfire_fitted_slope,cluster,x_y.x,fire,canopy_cover,veg_height,hli,cwd_present,cwd_future,elevation,TE_future,TE_present,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,predisturbance_nbr,disturbance_nbr,dnbr,absolute_regrowth,max.postfire.nbr,time_to_0.8recovery,time_to_0.6recovery,postfire_ppt,postfire_tmin,postfire_tmax,postfire_vpdmin,postfire_vpdmax,postfire_tmean,precip,tmean,vpdmax,re.0gen_prob,x_y.y,herb.pct,green.pct,npv.pct,aspect,slope,seedling.density,densiometer,dom.tree.spp,dom.seedling.spp,young.tree.density,regen.density,year,log.seedling.density
12.5,77.5,4.605170185988092,0,1,EG-12-1,324,-119.373051135,43.686044582,68.7814094543457,-313.362285614014,0.595676438695543,1.19564117942471,0.699401749474406,47.1240781846937,1,-119.373051135_43.686044582,Egley,45,110,182,518,642,1763,Y,N,355.378173828125,373.066772460938,390.933746337891,354.484924316406,368.460968017578,345.683868408203,371.881195068359,415.050415039062,439.970977783203,406.525909423828,-386.189270019531,-365.975708007812,32.3740997314453,224.162017822266,87.967643737793,-50.7386016845703,71.6454162597656,64.1664199829102,124.73950958252,198.817840576172,300.655456542969,332.182922363281,435.760803222656,456.90673828125,382.143695068359,-376.082489013672,792.715179443359,85.9015045629124,456.90673828125,11,10,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825,422.353285062393,5.98038107525746,12.731070330204,0.416337966918945,-119.373051135_43.686044582,21.25,73.75,18.75,-0.342705705315417,8,100,0.260416666666667,JUOC-PIPO,PIPO,0,100,2023,4.605170185988092
12.5,88.75,5.616771097666572,1.25,1,EG-1-1,358,-119.383671504,43.787999621,97.3965419769287,-400.557461929321,0.775384189691353,1.01946749040851,0.861542200168539,65.880894943908,1,-119.383671504_43.787999621,Egley,45,111,128,606,737,1544,Y,N,515.625,549.763061523438,488.306823730469,504.604949951172,446.557983398438,465.690765380859,464.046020507812,522.27490234375,511.154205322266,511.516326904297,-409.224731445312,-438.902740478516,-239.805465698242,91.4801712036133,35.5819129943848,101.358413696289,196.569915771484,189.014541625977,257.49560546875,312.050628662109,469.122436523438,425.646850585938,398.478637695312,507.647918701172,497.95400390625,-424.063735961914,920.741058349609,162.373645449196,507.647918701172,10,9,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739,373.235376959601,6.06242202892076,14.5006405245525,NA,-119.383671504_43.787999621,5,70,28.125,-0.342705590421883,4,275,8.52864583333333,PIPO,PIPO,0,275,2023,5.616771097666572
13.125,3.75,6.354370040797351,8.75,3,FL-5-2,241,-119.204682614,44.17341242,0,-104.2,-0.833358158209923,0,0,0,2,-119.204682614_44.17341242,Flagtail,45,109,177,541,676,1537,Y,N,59,110,51,180,90,155,176,85,44,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.2,0,92,-22.9170249169164,0,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027,532.930948935033,5.63323868810469,13.368432214561,0.445970803499222,-119.204682614_44.17341242,20.625,43.75,15,-0.342705580007344,2,400,5.53385416666667,PIPO,PIPO,175,575,2023,5.991464547107982
13.75,37.5,7.600902459542082,36.25,2,M28,5,-117.5135114,46.28296352,379.4,-313.7,0.294824460902766,0.910402539316116,0.953909094432483,34.5659340659341,1,-117.5135114_46.28296352,School,55,111,107,322,455,1318,N,N,634,719,668,684,691,685,735,711,707,697,0,162,303,333,314,367,428,441,442,482,522,594,616,631,693.1,81,697,39.2779574719743,631,11,6,641.697801852053,3.47860412942678,11.9248539717914,3.0217397146424,10.5705681880724,7.70172905060909,700.912097217364,7.84082928231135,10.3663880729207,0.660793781280518,-117.5135114_46.28296352,16.25,50,37.5,-0.342705689219172,37.43136978,2000,1.82292,PSME,ABGR,0,2000,2022,7.600902459542082
13.75,40,7.718685495198466,18.75,2,EG-1-2,410,-119.401692156,43.842209204,-58.8410066604614,-388.190188789368,-1.77409232159133,0.380468923882754,0.272543670155409,12.4242398188664,2,-119.401692156_43.842209204,Egley,45,110,145,561,691,1526,Y,N,285.328521728516,303.1513671875,325.562042236328,305.985778808594,358.123077392578,306.105621337891,329.187408447266,315.441772460938,378.343963623047,386.262268066406,-153.032836914062,-136.567840576172,81.8505325317383,-12.9554653167725,-80.2269058227539,-125.852920532227,-41.3694725036621,-139.347137451172,-118.462509155273,-36.9276237487793,21.449275970459,41.0392684936523,95.4898910522461,125.30712890625,329.349182128906,-144.800338745117,539.295104980469,-171.539271026355,125.30712890625,NA,NA,411.04813803178,-2.1427345917783,13.8720734357052,0.917131432761655,14.134119525128,5.86466942196344,426.362612679848,5.72502197079874,14.0692821336988,0.399951100349426,-119.401692156_43.842209204,25,56.875,26.875,-0.342705695345429,8,2250,0,PIPO,PIPO,0,2250,2023,7.718685495198466
13.75,63.75,4.31748811353631,0.625,1,EG-7-3,376,-119.389555461,43.819497068,151.876461410522,-263.497153091431,1.56961527125924,0.862470373697155,0.481529435127989,30.9993464920547,1,-119.389555461_43.819497068,Egley,45,110,170,573,703,1524,Y,N,364.334808349609,437.63037109375,421.095001220703,454.693878173828,388.933441162109,386.113464355469,406.565643310547,394.658752441406,433.333343505859,466.37744140625,-416.820709228516,-321.619567871094,57.7507591247559,90.154655456543,255.21208190918,233.27555847168,281.086730957031,111.265647888184,184.247543334961,269.143768310547,358.247436523438,234.886032104492,259.012023925781,307.154754638672,415.373614501953,-369.220138549805,883.198150634766,233.495963263448,358.247436523438,10,4,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671,395.639076216598,5.89027760713145,14.2572274078745,NA,-119.389555461_43.819497068,13.75,23.75,58.75,-0.342705729718037,10,75,1.69270833333333,PIPO,PIPO,0,75,2023,4.31748811353631
13.75,86.25,6.354370040797351,10.625,1,EA-2-3,142,-118.517857253,44.474844237,417.3,-107.4,2.2268402238248,1.1454164284353,0.711272223161417,33.5769230769231,1,-118.517857253_44.474844237,Easy,65,111,191,429,556,1571,N,N,501,494,558,561,540,533,546,562,521,431,0,110,261,267,389,410,533,574,601,466,562,572,581,542,524.7,55,431,221.265392704724,601,6,4,786.594682803596,0.400301735313966,11.9530340843499,2.02178053532545,11.6062251948942,6.17666790983195,784.686251693241,5.88077189093517,10.943324042308,0.470364272594452,-118.517857253_44.474844237,3.125,67.5,31.25,-0.342705660336621,16,550,10.4166666666667,?,PIPO,25,575,2023,6.309918278226516
16.25,30,8.070906088787819,8.75,2,M29,3,-117.5078939,46.28385453,370.3,-252.1,-0.644613194608961,0.708547557840617,0.0381171992748842,2.15384615384615,2,-117.5078939_46.28385453,School,55,111,146,322,455,1318,N,N,626,652,554,660,631,561,610,607,719,604,83,389,428,394,333,413,298,382,348,333,385,410,422,441,622.4,236,521,-45.5908276289657,441,NA,1,641.697801852053,3.47860412942678,11.9248539717914,3.0217397146424,10.5705681880724,7.70172905060909,688.29086920609,7.94413864618923,10.1028154609265,NA,-117.5078939_46.28385453,67.5,60,30,-0.342705670134645,32.58668137,3200,2.08333,PSME,PSME,0,3200,2022,8.070906088787819
17.5,83.75,5.616771097666572,5,1,EA-4-3,124,-118.494419441,44.490646943,332.8,57.7,3.86726911069163,1.92293711377681,0.53570533705744,35.1593406593407,1,-118.494419441_44.490646943,Easy,55,110,207,388,513,1861,N,N,252,272,307,279,249,290,329,234,306,233,0,0,62,224,142,324,506,527,526,529,488,450,433,362,275.1,0,233,243.256976043741,529,3,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,816.642892950833,5.73954592054065,10.8827088251216,0.604367256164551,-118.494419441_44.490646943,6.875,55.625,42.5,-0.342705685165192,12,250,6.38020833333333,PIPO,PICO,25,275,2023,5.521460917862246
17.5,85,6.980075940561763,2.5,1,WH-2-3,593,-119.879273959,44.959343908,376.8,35.5,2.47041791838373,1.98652212130091,0.761230843822236,47.3956043956044,1,-119.879273959_44.959343908,Wheeler,25,110,140,492,627,1355,N,N,414,453,412,310,211,175,276,392,387,383,0,124,91,150,287,335,442,580,591,678,490,651,475,667,341.3,62,383,175.527104550166,678,4,4,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993,441.364126135026,7.86758097859215,12.2299719523796,0.376813381910324,-119.879273959_44.959343908,15,92.5,7.5,-0.342705551446957,21,350,29.8828125,PIPO,LAOC,725,1075,2023,5.857933154483459
18.125,55,7.069023426578259,3.75,1,WH-1-1,583,-119.854064861,44.939279198,200,-230.1,-0.671980154992739,0.895140664961637,0.774504814253508,24.6538461538462,1,-119.854064861_44.939279198,Wheeler,25,110,179,551,685,1073,Y,N,376,386,512,357,371,382,439,432,551,495,20,139,91,45,125,152,231,351,265,296,305,331,292,385,430.1,79.5,475,-67.7736848983866,385,7,7,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993,408.505211267086,8.86759050354871,14.5884937993454,0.280260533094406,-119.854064861_44.939279198,10,85,11.875,-0.342705727938306,19,600,57.03125,PIPO,PIPO,575,1175,2023,6.396929655216146
18.75,66.25,5.1647859739235145,0,1,EG-2-3,258,-119.299793337,43.858278216,-46.6001632213593,-140.560127210617,1.67330423110811,1.12947610398989,0.627388368814668,31.7776960750203,1,-119.299793337_43.858278216,Egley,25,110,193,575,705,1548,Y,N,92.0940780639648,89.0736312866211,66.1276321411133,72.6623001098633,56.6361541748047,107.068298339844,80.7600936889648,83.5486679077148,141.344955444336,150.283828735352,-384.437377929688,-404.730255126953,-231.020401000977,-184.254608154297,25.1389255523682,50.676570892334,59.1597595214844,2.89549875259399,48.9586143493652,90.2121124267578,76.9621505737305,106.125534057617,67.9205856323242,79.099006652832,93.9599639892578,-394.58381652832,534.721206665039,188.966567086412,106.125534057617,9,6,428.229721416503,-2.03778745468622,13.4720648866282,0.992961032941856,13.6255065843886,5.71713871597101,434.81035364288,5.83147113285103,14.1680945078559,0.341644525527954,-119.299793337_43.858278216,37.5,28.75,52.5,-0.342705741620873,2,175,4.296875,JUOC,JUOC,0,175,2023,5.1647859739235145
19.375,93.75,6.980075940561763,17.5,1,EA-3-3,136,-118.514554513,44.49955717,346.9,-57.5,1.89231731957707,1.54549950544016,0.858239130988833,56.0659340659341,1,-118.514554513_44.49955717,Easy,55,110,230,409,533,1778,N,N,373,346,403,382,437,439,431,434,459,340,0,0,0,136,236,389,464,490,576,575,603,617,625,595,404.4,0,340,213.727432924065,625,5,5,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,828.120352460249,5.68497692386421,10.4441445034704,0.538019180297852,-118.514554513_44.49955717,3.125,57.5,40,-0.342705770145288,16,1000,17.96875,?,PICO,75,1075,2023,6.907755278982137
2.5,47.5,7.707512194600341,7.5,1,H18,58,-117.6030707,46.24760116,319,-411.8,-0.0836728838345905,0.655446086480569,0.836087507168985,22.8736263736264,1,-117.6030707_46.24760116,School,65,111,139,319,441,1465,N,N,754,745,737,780,751,745,660,688,716,732,0,132,253,319,308,313,286,389,423,382,385,459,456,479,730.8,66,732,-10.9359392523149,479,NA,11,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,995.516013957009,6.74104252905945,8.8654739375639,NA,-117.6030707_46.24760116,28.75,48.75,46.25,-0.342705553293945,16.11786842,2200,0.52083,?-ABGR,ABGR,25,2225,2022,7.696212639346407
2.5,56.25,3.912023005428146,0,1,WH-2-1,608,-119.899516376,44.954966429,245.7,-180,-0.0151728688948765,0.930232558139535,0.780493276455537,20.3351648351648,1,-119.899516376_44.954966429,Wheeler,25,110,239,481,614,1425,N,N,426,440,435,430,345,366,364,420,548,483,0,182,98,122,256,253,275,286,308,335,342,365,296,396,425.7,91,483,-1.31535205645855,396,10,4,399.61538947114,1.77567602276931,12.8481534077579,2.06324257257354,11.984548778031,7.3119147152636,429.058243228095,7.74942375074373,12.2476162610274,0.239197358489037,-119.899516376_44.954966429,12.5,51.25,18.75,-0.34270578553591,31,50,0.9765625,PIPO,PIPO,0,50,2023,3.912023005428146
20,55,0,0,1,HRS8,619,-120.457295014,44.467842973,234,-180.6,0.532119770612246,1.12156295224313,0.747052460046898,34.0989010989011,1,-120.457295014_44.467842973,HR,0,108,220,473,599,1405,N,N,356,335,399,437,437,464,404,433,425,456,0,0,41,86,144,240,301,388,296,379,465,449,351,328,414.6,0,456,55.9627288140416,465,7,6,513.462226724857,0.953850009566081,13.3078464134085,1.68140980634345,12.489668064928,7.13084821148731,557.758066332434,6.99680255278185,11.9278614894569,0.612248599529266,-120.457295014_44.467842973,10,48.75,22.5,-0.342705758584453,13.35373592,0,0.78125,N/A,N/A,0,0,2022,0
21.25,40,6.214608098422191,1.25,1,BCN6,189,-118.975480973,45.049574189,264.8,-317.7,-0.613337003736381,0.580257510729614,0.207039752778774,4.67032967032967,2,-118.975480973_45.049574189,BC,45,111,105,575,713,1006,Y,N,464,604,566,596,605,574,624,615,635,542,99,209,284,279,273,211,268,292,328,281,223,338,296,293,582.5,154,443,-61.8511066907557,338,NA,NA,461.994244944837,1.36385881928926,15.1226103308388,1.48723857510119,14.4212372460179,8.24323457506403,430.093272508521,8.56238667268652,14.942175044255,0.484492748975754,-118.975480973_45.049574189,15,51.25,32.5,-0.342705640120222,25.30930328,500,1.5625,PSME,PIPO,0,500,2022,6.214608098422191
21.25,41.25,3.912023005428146,0,1,BCN10,183,-118.963112553,45.054521163,262.4,-298,-0.449559584158419,0.633476088508208,0.496965242485794,10.532967032967,2,-118.963112553_45.054521163,BC,55,110,56,569,707,920,Y,N,467,432,589,617,598,555,641,534,536,635,0,168,257,299,234,249,268,181,294,333,341,308,355,314,560.4,84,635,-43.9222843054686,355,NA,10,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,445.597321219349,8.37872245463842,14.6123056440589,0.503375053405762,-118.963112553_45.054521163,15,50,42.5,-0.342705585286455,31.16896057,50,0.390625,PSME,PIPO,0,50,2022,3.912023005428146
21.25,67.5,6.214608098422191,1.25,1,EG-B1-1,349,-119.381338595,43.824272657,19.9877529501915,-376.503277933598,0.866897724708326,0.809544830532055,0.685833082910617,42.8068284883604,1,-119.381338595_43.824272657,Egley,45,111,171,576,707,1574,Y,N,385.022705078125,379.462310791016,366.652679443359,373.059173583984,420.778167724609,381.911712646484,383.114135742188,397.984893798828,431.225128173828,445.699401855469,-432.075469970703,-434.947052001953,-195.3125,80.6070861816406,61.5018692016602,103.139015197754,134.93896484375,-1.19976007938385,48.071216583252,161.868545532227,241.210144042969,177.239318847656,264.497863769531,320.977264404297,396.491030883789,-433.511260986328,877.774871826172,156.224092451511,320.977264404297,13,10,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671,424.910977491144,5.67870195614721,13.9159956371069,0.366145461797714,-119.381338595_43.824272657,8.75,40.625,47.5,-0.342705582855011,3,500,0.260416666666667,PIPO,PIPO,0,500,2023,6.214608098422191
22.5,11.25,7.047517221357296,17.5,2,CA-3-2,161,-118.824737391,44.038454561,17.2,-452.6,-1.34616077311232,0.140485312899106,0.320407501736513,4.08791208791209,2,-118.824737391_44.038454561,Calamity,55,111,174,558,690,1726,Y,N,436,527,505,448,508,487,462,418,482,425,0,0,0,0,23,0,0,61,21,1,66,55,0,62,469.8,0,425,-154.761256776157,66,NA,NA,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,533.715572990734,5.86857558114661,11.6820736172723,NA,-118.824731437_44.038452097,40,62.5,18.75,-0.342705658266593,14,1150,9.04947916666667,PICO,PIPO,0,1150,2023,7.047517221357296
22.5,78.75,5.0106352940962555,0,1,CA-2-3,152,-118.797845319,43.999130173,249.9,-186.2,0.510373771219929,1.30933272185279,0.943208438905137,51.8351648351649,1,-118.797845319_43.999130173,Calamity,45,111,204,608,743,1602,Y,N,459,419,415,437,422,396,457,423,461,472,0,0,0,29,167,248,317,362,438,466,472,468,556,571,436.1,0,472,59.9551710148133,571,7,6,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,457.152780367435,6.21132556330182,12.8716921884185,0.226844608783722,-118.797845319_43.999130173,21.25,55,40,-0.342705785839929,8,150,3.515625,PIPO,JUOC-PIPO,0,150,2023,5.0106352940962555
22.5,80,5.0106352940962555,0,1,WH-1-3,598,-119.890142491,44.960611047,362.2,0.199999999999989,1.96677364962474,1.33701657458564,0.561893416566995,19.2692307692308,1,-119.890142491_44.960611047,Wheeler,15,110,238,469,602,1440,N,N,286,395,377,273,313,269,392,457,422,436,0,247,234,184,373,359,412,480,475,463,395,446,374,484,362,123.5,436,128.638654896458,484,4,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993,438.800683428524,7.4926413339673,11.7976718324969,0.365075588226318,-119.890142491_44.960611047,6.25,70,18.75,-0.342705778403653,29,150,0,PSME,PIPO,0,150,2023,5.0106352940962555
23.125,91.25,8.294049640102028,43.75,2,EA-5-3,112,-118.479230509,44.502956513,429.1,-104.8,1.96301842631582,1.26802772054692,0.744514157419243,55.2197802197802,1,-118.479230509_44.502956513,Easy,55,110,161,487,615,1544,N,N,469,504,528,419,584,602,546,489,647,551,0,0,21,212,386,548,618,594,658,577,677,676,658,673,533.9,0,551,277.119464583566,677,5,4,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,725.768119057983,6.15413885749448,12.0670917179015,0.536135077476501,-118.479230509_44.502956513,14.375,72.5,27.5,-0.342705747941131,13,4000,52.2135416666667,?,PICO,0,4000,2023,8.294049640102028
23.75,66.25,4.605170185988092,1.25,1,EG-9-3,389,-119.393399631,43.707399428,58.6584463119507,-228.440383338928,0.798238297176822,1.33299879015008,0.825359322172364,51.1872819753794,1,-119.393399631_43.707399428,Egley,35,110,191,511,638,1749,N,N,329.058380126953,300.189758300781,311.126861572266,295.318542480469,227.824813842773,270.270263671875,276.325622558594,274.457550048828,312.017639160156,274.398864746094,-339.077972412109,-349.926788330078,-125.687065124512,4.6745777130127,-63.5564575195312,-52.6972236633301,113.52734375,175.718856811523,280.924194335938,262.591949462891,341.015075683594,318.882202148438,382.702392578125,234.342834472656,287.098829650879,-344.502380371094,613.476837158203,106.073383197103,382.702392578125,8,7,408.44415974653,-1.73938715319926,13.0201133340064,1.1694123954596,13.2272512915686,5.64036309040357,454.243580202684,5.83821084794253,12.4934209801631,0.385150551795959,-119.393399631_43.707399428,8.75,42.5,32.5,-0.342705783966251,2,100,0,PIPO?,PIPO,0,100,2023,4.605170185988092
