grass.pct,shrub.pct,log.regen.density,seedling.pct,field.cluster,Plot,Long,Lat,postdisturbance_ndvi,delta_ndvi,relative_regrowth,pct_recovery,postfire_fitted_rsq,postfire_fitted_slope,cluster,x_y.x,fire,canopy_cover,veg_height,hli,cwd_present,cwd_future,elevation,TE_future,TE_present,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,predisturbance_ndvi,disturbance_ndvi,dndvi,absolute_regrowth,max.postfire.ndvi,time_to_0.8recovery,time_to_0.6recovery,postfire_ppt,postfire_tmin,postfire_tmax,postfire_vpdmin,postfire_vpdmax,postfire_tmean,precip,tmean,vpdmax,re-0gen_prob,x_y.y,herb.pct,green.pct,npv.pct,aspect,slope,seedling.density,densiometer,dom.tree.spp,dom.seedling.spp,young.tree.density,regen.density,year,log.seedling.density
12.5,77.5,4.605170185988092,0,1,EG-12-1,-119.373051135,43.686044582,471.2,-79.4,1.3896062668524,1.26407555394116,0.628862641844024,26.2967032967033,2,-119.373051135_43.686044582,Egley,45,110,182,518,642,1763,Y,N,513,556,553,488,544,504,499,606,644,599,135,219,468,530,537,421,468,407,463,569,630,601,682,696,550.6,177,464,90.233489519532,696,2,2,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825,422.3532850623932,5.980381075257461,12.73107033020401,0.4163379669189453,-119.373051135_43.686044582,21.25,73.75,18.75,0.163234250828658,8,100,0.260416666666667,JUOC-PIPO,PIPO,0,100,2023,4.605170185988092
12.5,88.75,5.616771097666572,1.25,1,EG-1-1,-119.383671504,43.787999621,485.4,-136.9,1.57169419080879,1.16181905833199,0.786784717442003,35.8241758241758,2,-119.383671504_43.787999621,Egley,45,111,128,606,737,1544,Y,N,596,635,637,608,623,616,577,619,650,662,83,138,358,493,407,489,566,518,597,645,643,674,605,723,622.3,110.5,579,148.666396692873,723,6,3,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739,373.2353769596011,6.062422028920757,14.500640524552507,NA,-119.383671504_43.787999621,5,70,28.125,-0.319303742333922,4,275,8.52864583333333,PIPO,PIPO,0,275,2023,5.616771097666572
13.125,3.75,6.354370040797351,8.75,3,FL-5-2,-119.204682614,44.17341242,250.6,-164.9,-0.636082067123231,0.72202166064982,0.120132719049107,2.90659340659341,1,-119.204682614_44.17341242,Flagtail,45,109,177,541,676,1537,Y,N,367,426,386,438,402,398,437,433,423,445,152,186,280,264,237,234,288,230,222,283,282,247,300,241,415.5,169,293,-34.1243642050625,300,NA,2,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027,532.9309489350335,5.633238688104688,13.368432214560967,0.4459708034992218,-119.204682614_44.17341242,20.625,43.75,15,-0.362845657630846,2,400,5.53385416666667,PIPO,PIPO,175,575,2023,5.991464547107982
13.75,37.5,7.600902459542082,36.25,2,M28,-117.5135114,46.28296352,600.7,-136.9,1.27451769043769,1.03036876355748,0.889421491382911,26.6758241758242,2,-117.5135114_46.28296352,School,55,111,107,322,455,1318,N,N,680,709,769,742,715,791,762,696,742,770,258,397,496,555,594,557,643,688,666,682,729,760,733,759,737.6,327.5,512,103.227555675972,760,4,2,641.697801852053,3.47860412942678,11.9248539717914,3.0217397146424,10.5705681880724,7.70172905060909,700.9120972173637,7.840829282311354,10.366388072920651,0.6607937812805176,-117.5135114_46.28296352,16.25,50,37.5,0.0953884803560752,37.43136978,2000,1.82292,PSME,ABGR,0,2000,2022,7.600902459542082
13.75,40,7.718685495198466,18.75,2,EG-1-2,-119.401692156,43.842209204,322.1,-195.5,-3.50830834426915,0.946676970633694,0.559334702290302,15.4010989010989,1,-119.401692156_43.842209204,Egley,45,110,145,561,691,1526,Y,N,480,520,526,513,509,487,505,522,550,564,531,214,414,293,286,310,325,312,300,349,418,395,472,490,517.6,372.5,33,-158.427087199375,490,10,2,411.04813803178,-2.1427345917783,13.8720734357052,0.917131432761655,14.134119525128,5.86466942196344,426.3626126798485,5.72502197079874,14.069282133698785,0.39995110034942627,-119.401692156_43.842209204,25,56.875,26.875,0.121201240619606,8,2250,0,PIPO,PIPO,0,2250,2023,7.718685495198466
13.75,63.75,4.31748811353631,0.625,1,EG-7-3,-119.389555461,43.819497068,484,-95.5,0.883910926375361,1.05608283002588,0.476636681984813,20.4835164835165,2,-119.389555461_43.819497068,Egley,45,110,170,573,703,1524,Y,N,571,568,581,585,559,566,577,574,607,607,581,184,360,463,583,535,556,478,504,565,612,568,555,557,579.5,382.5,26,57.0089310001661,612,4,2,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671,395.6390762165981,5.890277607131454,14.257227407874478,NA,-119.389555461_43.819497068,13.75,23.75,58.75,0.266244921261244,10,75,1.69270833333333,PIPO,PIPO,0,75,2023,4.31748811353631
13.75,86.25,6.354370040797351,10.625,1,EA-2-3,-118.517857253,44.474844237,646.1,-46.3,2.07001838491232,1.10485268630849,0.680253109167166,20.1648351648352,2,-118.517857253_44.474844237,Easy,65,111,191,429,556,1571,N,N,646,666,722,662,697,726,681,695,737,692,371,482,548,538,609,638,735,727,765,690,729,765,752,690,692.4,426.5,321,116.087547429455,765,4,1,786.594682803596,0.400301735313966,11.9530340843499,2.02178053532545,11.6062251948942,6.17666790983195,784.6862516932413,5.880771890935168,10.943324042307982,0.4703642725944519,-118.517857253_44.474844237,3.125,67.5,31.25,-0.0261512660131219,16,550,10.4166666666667,?,PIPO,25,575,2023,6.309918278226516
16.25,30,8.070906088787819,8.75,2,M29,-117.5078939,46.28385453,587.2,-103.7,-0.416937717886807,0.93935446519033206,0.486000679180768,5.92307692307692,2,-117.5078939_46.28385453,School,55,111,146,322,455,1318,N,N,717,687,696,741,631,569,744,642,748,734,442,544,619,568,572,570,580,637,573,594,615,612,649,641,690.9,493,292,-15.5289600633746,649,2,1,641.697801852053,3.47860412942678,11.9248539717914,3.0217397146424,10.5705681880724,7.70172905060909,688.2908692060896,7.944138646189234,10.102815460926488,NA,-117.5078939_46.28385453,67.5,60,30,0.015050748194914,32.58668137,3200,2.08333,PSME,PSME,0,3200,2022,8.070906088787819
17.5,83.75,5.616771097666572,5,1,EA-4-3,-118.494419441,44.490646943,574.5,6.89999999999998,3.93007946019423,1.2262156448203,0.455861109594975,20.4340659340659,2,-118.494419441_44.490646943,Easy,55,110,207,388,513,1861,N,N,579,563,556,565,574,563,589,543,594,550,174,324,406,529,474,627,696,678,684,649,678,658,607,583,567.6,249,376,226.23326904959401,696,3,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,816.6428929508334,5.739545920540648,10.882708825121643,0.6043672561645508,-118.494419441_44.490646943,6.875,55.625,42.5,0.0783135634358181,12,250,6.38020833333333,PIPO,PICO,25,275,2023,5.521460917862246
17.5,85,6.980075940561763,2.5,1,WH-2-3,-119.879273959,44.959343908,580.5,32.1,2.15608791115291,1.41867250182349,0.762704079445944,29.7912087912088,2,-119.879273959_44.959343908,Wheeler,25,110,140,492,627,1355,N,N,588,601,533,473,448,442,502,616,664,617,253,418,394,429,550,583,608,710,712,747,654,756,636,778,548.4,335.5,364,127.330549585256,778,4,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993,441.3641261350258,7.867580978592148,12.229971952379634,0.3768133819103241,-119.879273959_44.959343908,15,92.5,7.5,-0.482086933873889,21,350,29.8828125,PIPO,LAOC,725,1075,2023,5.857933154483459
18.125,55,7.069023426578259,3.75,1,WH-1-1,-119.854064861,44.939279198,426,-147.1,-1.04324601530475,0.991101029488745,0.69006997472874,14.2857142857143,1,-119.854064861_44.939279198,Wheeler,25,110,179,551,685,1073,Y,N,533,593,573,549,537,475,610,608,604,649,363,394,376,328,394,403,422,520,458,493,472,507,454,568,573.1,378.5,286,-64.656943121856,568,7,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993,408.50521126708554,8.86759050354871,14.588493799345434,0.28026053309440613,-119.854064861_44.939279198,10,85,11.875,0.258725872649302,19,600,57.03125,PIPO,PIPO,575,1175,2023,6.396929655216146
18.75,66.25,5.1647859739235145,0,1,EG-2-3,-119.299793337,43.858278216,393.4,-15.1,2.09845734778543,1.19461444308446,0.413133116588577,15.1978021978022,2,-119.299793337_43.858278216,Egley,25,110,193,575,705,1548,Y,N,373,413,405,400,400,396,411,416,420,451,432,177,298,298,482,488,441,409,443,438,460,402,430,486,408.5,304.5,19,83.8161266631189,488,4,2,428.229721416503,-2.03778745468622,13.4720648866282,0.992961032941856,13.6255065843886,5.71713871597101,434.8103536428798,5.831471132851028,14.168094507855914,0.3416445255279541,-119.299793337_43.858278216,37.5,28.75,52.5,0.316557764902056,2,175,4.296875,JUOC,JUOC,0,175,2023,5.1647859739235145
19.375,93.75,6.980075940561763,17.5,1,EA-3-3,-118.514554513,44.49955717,575.7,-39.5,2.27123199733184,1.26788036410923,0.830212269684632,35.6538461538462,2,-118.514554513_44.49955717,Easy,55,110,230,409,533,1778,N,N,610,573,576,618,626,628,648,634,643,596,209,335,352,455,510,606,656,678,725,725,715,780,741,722,615.2,272,387,185.668501320614,780,4,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,828.1203524602488,5.684976923864205,10.444144503470373,0.5380191802978516,-118.514554513_44.49955717,3.125,57.5,40,0.437310587363083,16,1000,17.96875,?,PICO,75,1075,2023,6.907755278982137
2.5,47.5,7.707512194600341,7.5,1,H18,-117.6030707,46.24760116,614.5,-177.4,1.08225366266981,0.89657785073873,0.464932259869664,10.2197802197802,2,-117.6030707_46.24760116,School,65,111,139,319,441,1465,N,N,784,778,762,872,760,813,788,776,818,768,205,511,629,639,657,582,551,652,672,619,633,710,688,704,791.9,358,563,76.1073782829283,710,3,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,995.5160139570095,6.741042529059454,8.865473937563898,NA,-117.6030707_46.24760116,28.75,48.75,46.25,-0.474382994083943,16.11786842,2200,0.52083,?-ABGR,ABGR,25,2225,2022,7.696212639346407
2.5,56.25,3.912023005428146,0,1,WH-2-1,-119.899516376,44.954966429,468,-79.3,0.170172913306298,1.06888361045131,0.785299932920898,15.489010989011,2,-119.899516376_44.954966429,Wheeler,25,110,239,481,614,1425,N,N,564,549,551,521,491,464,498,584,635,616,276,413,372,375,506,448,452,508,523,543,540,521,540,585,547.3,344.5,340,9.19244693082197,585,4,1,399.61538947114,1.77567602276931,12.8481534077579,2.06324257257354,11.984548778031,7.3119147152636,429.0582432280949,7.749423750743731,12.247616261027378,0.23919735848903656,-119.899516376_44.954966429,12.5,51.25,18.75,0.502570709718971,31,50,0.9765625,PIPO,PIPO,0,50,2023,3.912023005428146
20,55,0,0,1,HRS8,-120.457295014,44.467842973,518,-79.6,1.83805161019455,1.09939759036145,0.760613791221245,22.2802197802198,2,-120.457295014_44.467842973,HR,0,108,220,473,599,1405,N,N,576,500,597,592,617,658,641,597,603,595,210,316,413,454,488,541,565,589,544,627,643,657,612,588,597.6,263,385,129.743679248854,657,4,2,513.462226724857,0.953850009566081,13.3078464134085,1.68140980634345,12.489668064928,7.13084821148731,557.7580663324337,6.996802552781848,11.927861489456877,0.6122485995292664,-120.457295014_44.467842973,10,48.75,22.5,0.388339036893499,13.35373592,0,0.78125,N/A,N/A,0,0,2022,0
21.25,40,6.214608098422191,1.25,1,BCN6,-118.975480973,45.049574189,522.8,-96.3000000000001,0.635471804552431,1.0369891778388,0.159156131614043,6.64285714285713,2,-118.975480973_45.049574189,BC,45,111,105,575,713,1006,Y,N,445,595,578,598,632,606,750,669,643,675,354,448,550,553,588,511,515,534,600,495,434,634,642,587,619.1,401,321,35.1051281014087,642,2,1,461.994244944837,1.36385881928926,15.1226103308388,1.48723857510119,14.4212372460179,8.24323457506403,430.0932725085206,8.562386672686518,14.94217504425497,0.4844927489757538,-118.975480973_45.049574189,15,51.25,32.5,-0.111071123496748,25.30930328,500,1.5625,PSME,PIPO,0,500,2022,6.214608098422191
21.25,41.25,3.912023005428146,0,1,BCN10,-118.963112553,45.054521163,522.3,-64,0.608793108935423,1.0967081698789,0.563996889702121,13.1758241758242,2,-118.963112553_45.054521163,BC,55,110,56,569,707,920,Y,N,528,425,613,622,653,586,620,548,618,650,279,430,534,569,466,490,495,475,604,562,598,630,643,590,586.3,354.5,371,19.1009030327759,643,2,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,445.59732121934906,8.378722454638424,14.6123056440589,0.5033750534057617,-118.963112553_45.054521163,15,50,42.5,-0.340778402375566,31.16896057,50,0.390625,PSME,PIPO,0,50,2022,3.912023005428146
21.25,67.5,6.214608098422191,1.25,1,EG-B1-1,-119.381338595,43.824272657,448,-124.6,1.97402083723572,0.997205728257073,0.507190780139777,20.5054945054945,2,-119.381338595_43.824272657,Egley,45,111,171,576,707,1574,Y,N,527,583,575,565,577,549,593,559,582,616,118,155,337,470,503,527,510,472,430,542,534,512,542,571,572.6,136.5,498,170.043816486287,571,3,3,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671,424.9109774911441,5.678701956147206,13.915995637106903,0.36614546179771423,-119.381338595_43.824272657,8.75,40.625,47.5,-0.350943135855458,3,500,0.260416666666667,PIPO,PIPO,0,500,2023,6.214608098422191
22.5,11.25,7.047517221357296,17.5,2,CA-3-2,-118.824737391,44.038454561,342.9,-283,-0.141828443358979,0.659849816264579,0.448855070867551,8.87362637362637,1,-118.824737391_44.038454561,Calamity,55,111,174,558,690,1726,Y,N,606,623,646,625,671,613,599,640,675,561,209,214,292,364,370,330,347,398,349,352,413,395,362,375,625.9,211.5,352,-13.4828173601035,413,NA,7,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,533.7155729907339,5.86857558114661,11.68207361727234,NA,-118.824731437_44.038452097,40,62.5,18.75,-0.0348522459677512,14,1150,9.04947916666667,PICO,PIPO,0,1150,2023,7.047517221357296
22.5,78.75,5.0106352940962555,0,1,CA-2-3,-118.797845319,43.999130173,531.8,-88.7,1.99550343256025,1.17969379532635,0.772387064296841,35.6648351648352,2,-118.797845319_43.999130173,Calamity,45,111,204,608,743,1602,Y,N,611,618,639,603,605,587,631,613,649,649,209,249,252,498,554,612,601,573,655,655,669,680,728,732,620.5,229,440,190.677206408633,732,3,3,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,457.1527803674352,6.211325563301824,12.871692188418535,0.22684460878372192,-118.797845319_43.999130173,21.25,55,40,0.503860586514163,8,150,3.515625,PIPO,JUOC-PIPO,0,150,2023,5.0106352940962555
22.5,80,5.0106352940962555,0,1,WH-1-3,-119.890142491,44.960611047,570.9,13.8,2.1668057456191,1.21701669359181,0.402846285971824,12.6263736263736,2,-119.890142491_44.960611047,Wheeler,15,110,238,469,602,1440,N,N,532,612,601,490,461,480,561,571,604,659,302,493,483,443,609,568,567,631,663,678,574,654,524,666,557.1,397.5,357,82.8944071150877,678,1,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993,438.800683428524,7.4926413339672955,11.797671832496887,0.36507558822631836,-119.890142491_44.960611047,6.25,70,18.75,0.472318798647276,29,150,0,PSME,PIPO,0,150,2023,5.0106352940962555
23.125,91.25,8.294049640102028,43.75,2,EA-5-3,-118.479230509,44.502956513,643,-34.2,2.21268464399953,1.21086828115771,0.70073531264867,34.6703296703297,2,-118.479230509_44.502956513,Easy,55,110,161,487,615,1544,N,N,598,618,644,609,672,672,722,721,795,721,218,326,382,533,643,718,771,737,763,737,820,766,809,773,677.2,272,503,234.852872476127,820,4,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,725.7681190579829,6.154138857494479,12.067091717901526,0.5361350774765015,-118.479230509_44.502956513,14.375,72.5,27.5,0.343291319479683,13,4000,52.2135416666667,?,PICO,0,4000,2023,8.294049640102028
23.75,66.25,4.605170185988092,1.25,1,EG-9-3,-119.393399631,43.707399428,435,-76.7,-0.391211047294733,1.19405901895642,0.688441959054375,26.1978021978022,2,-119.393399631_43.707399428,Egley,35,110,191,511,638,1749,N,N,487,511,539,478,457,521,482,546,554,542,519,189,357,364,359,383,528,450,567,542,611,547,596,477,511.7,354,23,-21.5175003412876,611,6,2,408.44415974653,-1.73938715319926,13.0201133340064,1.1694123954596,13.2272512915686,5.64036309040357,454.243580202684,5.838210847942528,12.493420980163114,0.3851505517959595,-119.393399631_43.707399428,8.75,42.5,32.5,0.495911520016709,2,100,0,PIPO?,PIPO,0,100,2023,4.605170185988092
26.25,13.125,6.802394763324311,0,3,EG-11-2,-119.595008647,43.838174945,263.8,-233.7,-2.83854856022957,0.673366834170854,0.218117096904386,4.07142857142857,1,-119.595008647_43.838174945,Egley,35,110,183,563,692,1643,Y,N,483,493,506,498,480,507,466,467,546,529,507,186,298,251,288,287,267,253,269,255,284,269,335,279,497.5,346.5,22,-150.111410385116,335,NA,12,461.488737339366,-2.76532815161326,13.491389198685,0.691760113888479,13.5588217939426,5.36303052353585,455.4376418602303,5.378786082884369,13.77231926547875,NA,-119.595008647_43.838174945,15,40,20.625,0.316557764902056,1,900,2.86458333333333,JUOC,PIPO,0,900,2023,6.802394763324311
26.25,31.25,5.616771097666572,0,3,EG-5-2,-119.433721128,43.826353169,294.3,-314.3,-0.630429135669882,0.683535984226093,0.426346496906253,8.82417582417584,1,-119.433721128_43.826353169,Egley,55,111,166,615,747,1476,Y,N,582,660,585,635,635,578,595,585,622,609,118,192,347,307,266,322,266,314,281,320,328,337,336,416,608.6,155,491,-55.486138819918,416,NA,13,416.01807571925,-2.24804392764381,13.716344013608,0.864908066931516,13.8824351844233,5.73415004298211,374.9245749581254,6.162679252941605,14.537279324725304,0.3945466876029968,-119.433721128_43.826353169,21.25,45,25,-0.0866788793271545,8,275,1.10677083333333,PIPO,PIPO,0,275,2023,5.616771097666572
27.5,67.5,6.163314804034641,12.5,1,WH-5-3,-119.809468774,44.950182844,523.5,-66.6,1.75969840948191,1.06592103033384,0.40093289549899,11.5934065934066,2,-119.809468774_44.950182844,Wheeler,0,101,206,503,635,1161,N,N,600,590,622,562,572,513,617,574,608,643,270,434,415,488,500,555,566,624,565,606,482,605,500,629,590.1,352,373,89.4703531602723,629,3,1,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638,437.6913439710714,8.314031796612698,12.968059616861254,NA,-119.809468774_44.950182844,3.75,53.75,32.5,0.507508627125461,14,325,3.77604166666667,PIPO,PIPO-PIPO,150,475,2023,5.783825182329737
28.75,40.625,6.1092475827643655,12.5,1,CA-2-2,-118.830563235,44.039559347,364.9,-274.4,-0.313800260332903,0.769591740966682,0.881687515787301,18.9505494505495,1,-118.830563235_44.039559347,Calamity,45,110,121,558,690,1726,Y,N,632,622,673,644,679,670,612,607,665,589,227,222,328,354,340,366,357,369,408,415,490,461,492,489,639.3,224.5,362,-27.7525321322266,492,NA,8,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,519.3692246503299,5.97829553548509,12.182702938762503,NA,-118.830563235_44.039559347,32.5,67.5,14.375,-0.385278639304873,16,450,8.07291666666667,PIPO,PIPO,0,450,2023,6.1092475827643655
28.75,55,5.926926025970411,11.25,1,WH-3-1,-119.82171311,44.955969166,414.3,-229.4,-0.371000682615714,0.887059189063228,0.758760553622723,20.4175824175824,1,-119.82171311_44.955969166,Wheeler,15,110,183,470,600,1240,N,N,636,696,691,637,556,516,658,678,689,680,225,360,270,301,383,405,411,489,504,520,500,520,450,571,643.7,292.5,455,-36.9894127824208,571,9,5,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638,445.17069278877864,8.001254767260587,12.517619220296258,0.26805275678634644,-119.82171311_44.955969166,3.125,62.5,28.75,-0.0952289100614807,22,275,15.1692708333333,PIPO,PIPO,100,375,2023,5.616771097666572
